Studio,Start time,Classes,Instructor,Sign up
ILD Queens,18:00:00,Cake | Itzy Part 1,Winnie Chung,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=37&classId=8347&classDate=9/5/2023&clsLoc=1
ILD Queens,19:30:00,Istj | Nct Dream Part 1,Fernando Farias,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=37&classId=8383&classDate=9/5/2023&clsLoc=1
