BAE,08:00:00,Mat Pilates Class,Phoebe Higgins,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=8351&classDate=12/16/2024&clsLoc=1,12/16,Additional Disciplines
Mark Morris,09:00:00,Gyrokinesis,Alexandra *Berger,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=29&classId=5766&classDate=12/16/2024&clsLoc=1,12/16,Additional Disciplines
Steps,09:15:00,Gyrokinesis,Christa Thiesing,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087071&classDate=12/16/2024&clsLoc=1,12/16,Additional Disciplines
BDC,09:15:00,All Levels Yoga And Meditation,Lauren Marsaglia,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21106&classDate=12/16/2024&clsLoc=1,12/16,Additional Disciplines
BAE,10:00:00,Mat Pilates Class,Vanessa Martínez de Baños,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=8352&classDate=12/16/2024&clsLoc=1,12/16,Additional Disciplines
Peridance,10:00:00,Adv Foco Technique,Grace Whitworth (2),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7816&classDate=12/16/2024&clsLoc=1,12/16,Additional Disciplines
BDC,11:00:00,All Levels Pilates,Gina DePool (2),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21127&classDate=12/16/2024&clsLoc=1,12/16,Additional Disciplines
Peridance,11:30:00,Open Emergent Improvisation,Uila Marx (3),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=8073&classDate=12/16/2024&clsLoc=1,12/16,Additional Disciplines
BDC,12:00:00,All Levels Strength And Flexibility,Kristi Tartaglione,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21446&classDate=12/16/2024&clsLoc=1,12/16,Additional Disciplines
Gibney,12:00:00,Embodiment Through Dance Movement Therapy At 280,Cancelled Today,none,12/16,Additional Disciplines
Steps,12:30:00,Open Pilates Mat,Robin Powell,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147091300&classDate=12/16/2024&clsLoc=1,12/16,Additional Disciplines
Peridance,13:00:00,Adv Perforce Groove,Kendrick Samuel,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=7747&classDate=12/16/2024&clsLoc=1,12/16,Additional Disciplines
Peridance,13:00:00,Open Mat Pilates,Yuki Hasegawa,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=73&classId=7802&classDate=12/16/2024&clsLoc=1,12/16,Additional Disciplines
Steps,13:30:00,Lastics Stretch,Jaime Torres,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087072&classDate=12/16/2024&clsLoc=1,12/16,Additional Disciplines
Gibney,14:00:00,Melt Method At 280,Claudia Brown,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=13463&classDate=12/16/2024&clsLoc=1,12/16,Additional Disciplines
Gibney,16:00:00,Emergent Improvisation At 280,Uila Marx,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=13594&classDate=12/16/2024&clsLoc=1,12/16,Additional Disciplines
Peridance,16:00:00,Int Countertechnique,Griffin Massey (5),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7425&classDate=12/16/2024&clsLoc=1,12/16,Additional Disciplines
Modega,17:00:00,All Levels Floorwork,Ice-o,https://sutrapro.com/modega/checkout/IT4TmEbBc306l75Q2VTP,12/16,Additional Disciplines
BDC,17:15:00,Adv Beg Turns And Technique,Ali Koinoglou,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21196&classDate=12/16/2024&clsLoc=1,12/16,Additional Disciplines
ILD Queens,17:45:00,Kids Kpop 8,Christina Ryu,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=37&classId=10440&classDate=12/16/2024&clsLoc=1,12/16,Additional Disciplines
SassClass,17:55:00,Sass Found 101,Brynlie,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=1017&classDate=12/16/2024&clsLoc=1,12/16,Additional Disciplines
Ailey,18:00:00,Roa’S Mat Pilates,LifeSpan Pilates,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146828541&classDate=12/16/2024&clsLoc=1,12/16,Additional Disciplines
ILD NJ,18:00:00,Imaginary Friend | Itzy Part 4,Maylin Ramos,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=38&classId=10921&classDate=12/16/2024&clsLoc=1,12/16,Additional Disciplines
Femmily,18:00:00,Twerk,Dolce C.,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=30&classId=255&classDate=12/16/2024&clsLoc=1,12/16,Additional Disciplines
Femmily,18:00:00,Exotic Pole Dance,Alana G.,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=36&classId=305&classDate=12/16/2024&clsLoc=1,12/16,Additional Disciplines
Steps,18:00:00,Open Level Yoga,Devin Mae Conway,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087980&classDate=12/16/2024&clsLoc=1,12/16,Additional Disciplines
BAE,18:15:00,Stretch & Strengthen,Julie Voshell,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=8423&classDate=12/16/2024&clsLoc=1,12/16,Additional Disciplines
Ailey,18:30:00,Zumba,Will Negrillo,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146828550&classDate=12/16/2024&clsLoc=1,12/16,Additional Disciplines
ILD NYC,18:30:00,Ice On My Teeth | Ateez Part 3,Ying Dong,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=39&classId=10784&classDate=12/16/2024&clsLoc=1,12/16,Additional Disciplines
ILD Queens,18:50:00,Cherish | Illit Part 4,Eunice Shin,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=37&classId=10900&classDate=12/16/2024&clsLoc=1,12/16,Additional Disciplines
Femmily,19:00:00,Frame Up Begs,Dolce C.,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=30&classId=263&classDate=12/16/2024&clsLoc=1,12/16,Additional Disciplines
Femmily,19:00:00,Exotic Pole Int,Alana G.,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=36&classId=357&classDate=12/16/2024&clsLoc=1,12/16,Additional Disciplines
Mark Morris,19:00:00,Dance Church,Dance Church *Rotating Faculty,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=100&classId=5057&classDate=12/16/2024&clsLoc=1,12/16,Additional Disciplines
ILD NJ,19:30:00,Shhh! | Viviz Part 5,Winnie Chung,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=38&classId=10869&classDate=12/16/2024&clsLoc=1,12/16,Additional Disciplines
Femmily,20:00:00,Stretching,Alana G.,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=30&classId=310&classDate=12/16/2024&clsLoc=1,12/16,Additional Disciplines
