Steps,11:45:00,Int/Adv Jazz Technique,Camden Loeser,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147088689&classDate=12/16/2024&clsLoc=1,12/16,Jazz
BDC,12:15:00,Int Jazz,Canceled Today,none,12/16,Jazz
Steps,13:15:00,Int/Adv Jazz,Dylan Pearce,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147091232&classDate=12/16/2024&clsLoc=1,12/16,Jazz
Steps,13:30:00,Int Precision Jazz,Kenna Morris Garcia,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147088026&classDate=12/16/2024&clsLoc=1,12/16,Jazz
BDC,13:45:00,Beg Jazz,Sheila Barker,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21172&classDate=12/16/2024&clsLoc=1,12/16,Jazz
Steps,15:00:00,Int Jazz,Adrian Lee,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087066&classDate=12/16/2024&clsLoc=1,12/16,Jazz
BDC,15:30:00,Int Adv Jazz,Debbie Roshe,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21181&classDate=12/16/2024&clsLoc=1,12/16,Jazz
Steps,15:30:00,Adv/Beg Jazz Across The Floor,Cori Jo Swanson,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147090946&classDate=12/16/2024&clsLoc=1,12/16,Jazz
Steps,18:15:00,Adv/Int Jazz,Lisa Harvie,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087129&classDate=12/16/2024&clsLoc=1,12/16,Jazz
Steps,19:00:00,Adv/Beg Jazz,Plu Sayampol,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087068&classDate=12/16/2024&clsLoc=1,12/16,Jazz
BDC,19:15:00,Beg Comm Jazz,Debbie Wilson,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21212&classDate=12/16/2024&clsLoc=1,12/16,Jazz
BDC,20:45:00,Basic Jazz,Cara Leggio,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21731&classDate=12/16/2024&clsLoc=1,12/16,Jazz
