BDC,10:30:00,Adv Beg Theater,Jason Wise,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21670&classDate=12/16/2024&clsLoc=1,12/16,Theater
Steps,11:30:00,Adv/Int Theater Jazz,Al Blackstone,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=113&classId=2147091224&classDate=12/16/2024&clsLoc=1,12/16,Theater
BDC,12:15:00,Beg Theater,Ian Klein,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21149&classDate=12/16/2024&clsLoc=1,12/16,Theater
Steps,12:30:00,Beg Theater Jazz,Krystyna Resavy,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147086236&classDate=12/16/2024&clsLoc=1,12/16,Theater
BDC,13:45:00,Int Theater,Tanner Lane,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21575&classDate=12/16/2024&clsLoc=1,12/16,Theater
Steps,15:15:00,Adv/Int Theater Jazz,Katie Spelman,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147091228&classDate=12/16/2024&clsLoc=1,12/16,Theater
Steps,16:30:00,Adv/Beg Theater Jazz,John Leggio,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085514&classDate=12/16/2024&clsLoc=1,12/16,Theater
Steps,17:00:00,Adv/Int Theater Jazz,Rachel Leigh Dolan,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087001&classDate=12/16/2024&clsLoc=1,12/16,Theater
BDC,17:15:00,Int Adv Theater,Michael Callahan,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21613&classDate=12/16/2024&clsLoc=1,12/16,Theater
BDC,19:00:00,Adv Beg Theater,Daniel Booda,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21849&classDate=12/16/2024&clsLoc=1,12/16,Theater
