BDC,10:30:00,Beg Hip-Hop,Paolo Slice Penala,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21128&classDate=12/16/2024&clsLoc=1,12/16,Street/Choreography
BDC,10:30:00,All Levels Voguing,Jason A. Rodriguez Slim 007,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21689&classDate=12/16/2024&clsLoc=1,12/16,Street/Choreography
Peridance,11:30:00,Beg House,Cocoro Carr,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=8167&classDate=12/16/2024&clsLoc=1,12/16,Street/Choreography
BDC,12:15:00,Adv Beg Street Jazz,Derek Mitchell,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21909&classDate=12/16/2024&clsLoc=1,12/16,Street/Choreography
BDC,14:00:00,Basic Hip-Hop,Geheny Rivera,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21171&classDate=12/16/2024&clsLoc=1,12/16,Street/Choreography
BDC,14:00:00,All Levels Breaking,Dr. Ew,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21674&classDate=12/16/2024&clsLoc=1,12/16,Street/Choreography
Peridance,14:30:00,Open House,Ejoe Wilson,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5400&classDate=12/16/2024&clsLoc=1,12/16,Street/Choreography
Brickhouse,15:00:00,Choreo Int/Adv,Eric Delgado,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=113&classId=7710&classDate=12/16/2024&clsLoc=1,12/16,Street/Choreography
BDC,15:45:00,Adv Beg Street Jazz,Bo Belza,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21163&classDate=12/16/2024&clsLoc=1,12/16,Street/Choreography
BDC,15:45:00,All Levels Tutting,Billy Cohen,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21175&classDate=12/16/2024&clsLoc=1,12/16,Street/Choreography
BDC,15:45:00,Int Adv Hip-Hop,David Thomas,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21179&classDate=12/16/2024&clsLoc=1,12/16,Street/Choreography
Peridance,16:00:00,Beg Found Of Hip Hop,TweetBoogie _,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6764&classDate=12/16/2024&clsLoc=1,12/16,Street/Choreography
Peridance,17:30:00,Int/Adv Street Jazz,Jonté Moaning,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=8302&classDate=12/16/2024&clsLoc=1,12/16,Street/Choreography
BDC,17:30:00,Int Adv Street Jazz,Parth Sethi (4),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21207&classDate=12/16/2024&clsLoc=1,12/16,Street/Choreography
BDC,17:30:00,Beg Street Styles,J Lyn,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21188&classDate=12/16/2024&clsLoc=1,12/16,Street/Choreography
