Ailey,18:00:00,Hip Hop Cardio,Matthew Johnson Harris,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146828529&classDate=12/16/2024&clsLoc=1,12/16,Street/Choreography
Femmily,18:00:00,High Heels Begs,Taya Y.,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=30&classId=195&classDate=12/16/2024&clsLoc=1,12/16,Street/Choreography
SassClass,18:00:00,Sexy Stilettos,Emma,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=378&classDate=12/16/2024&clsLoc=1,12/16,Street/Choreography
PMT,18:00:00,Basic/Beg House,Marianna Koytsan,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=59&classId=3373&classDate=12/16/2024&clsLoc=1,12/16,Street/Choreography
PMT,18:00:00,Adv. Beg. Hip Hop,Rich James,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=59&classId=3599&classDate=12/16/2024&clsLoc=1,12/16,Street/Choreography
Steps,18:15:00,Open Hip Hop,Yancy Greene,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085500&classDate=12/16/2024&clsLoc=1,12/16,Street/Choreography
Ailey,18:30:00,Adv Beg Hip Hop,TweetBoogie,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146829741&classDate=12/16/2024&clsLoc=1,12/16,Street/Choreography
Modega,18:30:00,Beg./Adv. Beg Choreo,Edson Maldonado,https://sutrapro.com/modega/checkout/ZWKtvNJ0hrLNt8aZgIzA,12/16,Street/Choreography
Modega,18:30:00,All Levels Hip Hop,Quilan Cue Arnold,https://sutrapro.com/modega/checkout/2gt0E6UqfUoHDxU1sXBm,12/16,Street/Choreography
ILD NYC,18:30:00,Basic Hip Hop Fundamentals,Ness Martinez,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=39&classId=6782&classDate=12/16/2024&clsLoc=1,12/16,Street/Choreography
Ailey,19:00:00,Open New Way Vogue,Stan Elle,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146828534&classDate=12/16/2024&clsLoc=1,12/16,Street/Choreography
Mark Morris,19:00:00,Open Level Jazz Funk,Marc *Nuñez,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=27&classId=5769&classDate=12/16/2024&clsLoc=1,12/16,Street/Choreography
Peridance,19:00:00,Beg Hip Hop,Hurrikane _,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=7381&classDate=12/16/2024&clsLoc=1,12/16,Street/Choreography
Peridance,19:00:00,Adv Choreo,Roy Garzon (6),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5395&classDate=12/16/2024&clsLoc=1,12/16,Street/Choreography
Hive NJ,19:00:00,Advance Choreo Adults 17+,Dino Principe,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=2665&classDate=12/16/2024&clsLoc=1,12/16,Street/Choreography
Femmily,19:00:00,Jazz Funk,Taya Y.,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=30&classId=187&classDate=12/16/2024&clsLoc=1,12/16,Street/Choreography
SassClass,19:15:00,Sexy Stilettos,Emma,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=444&classDate=12/16/2024&clsLoc=1,12/16,Street/Choreography
Mark Morris,19:15:00,Open Level Hip-Hop,Léa *Ono,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=27&classId=5551&classDate=12/16/2024&clsLoc=1,12/16,Street/Choreography
BDC,19:15:00,Basic Street Styles/Hip-Hop,AntBoogie,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21848&classDate=12/16/2024&clsLoc=1,12/16,Street/Choreography
BDC,19:15:00,Int Adv Street Jazz,Keenan Cooks,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21214&classDate=12/16/2024&clsLoc=1,12/16,Street/Choreography
PMT,19:35:00,Adv. Beg./Int. Street Jazz,Mini Zhang,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=59&classId=3375&classDate=12/16/2024&clsLoc=1,12/16,Street/Choreography
PMT,19:35:00,Beg Hip Hop,Shoshanna Babitt,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=59&classId=3591&classDate=12/16/2024&clsLoc=1,12/16,Street/Choreography
Modega,20:00:00,Int./Adv. Choreo,Farley Free Rene,https://sutrapro.com/modega/checkout/iLhtR7h85c9R92G8Sx98,12/16,Street/Choreography
ILD NYC,20:00:00,Beg House,Huu Rock,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=39&classId=5857&classDate=12/16/2024&clsLoc=1,12/16,Street/Choreography
Brickhouse,20:00:00,Adult Beg Hip Hop,Dezi .,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=113&classId=8216&classDate=12/16/2024&clsLoc=1,12/16,Street/Choreography
Modega,20:00:00,All Levels Breaking,Static,https://sutrapro.com/modega/checkout/DAKFOByvaLeU8iDqqQdf,12/16,Street/Choreography
ILD Queens,20:10:00,All Levels Choreo,Christina Ryu,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=37&classId=10604&classDate=12/16/2024&clsLoc=1,12/16,Street/Choreography
Hive NJ,20:15:00,Advance Choreo Adults 17+,Karen Vanessa,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=2668&classDate=12/16/2024&clsLoc=1,12/16,Street/Choreography
SassClass,20:30:00,Sultry Street Jazz,David,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=502&classDate=12/16/2024&clsLoc=1,12/16,Street/Choreography
Peridance,20:30:00,Adv Beg Across The Floor Heels Technique & Perforce,Shernita Anderson,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=8008&classDate=12/16/2024&clsLoc=1,12/16,Street/Choreography
Steps,20:30:00,Int Heels,Marie Rose Baramo,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147091473&classDate=12/16/2024&clsLoc=1,12/16,Street/Choreography
BDC,21:00:00,Beg Heels,Courtney Sauls,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21217&classDate=12/16/2024&clsLoc=1,12/16,Street/Choreography
BDC,21:00:00,Int Adv Hip-Hop,Nycole Altchiler,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21913&classDate=12/16/2024&clsLoc=1,12/16,Street/Choreography
PMT,21:10:00,Int Choreo,Youran Lee,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=59&classId=3572&classDate=12/16/2024&clsLoc=1,12/16,Street/Choreography
PMT,21:10:00,Breakin'101,Lars Kong (1),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=59&classId=3377&classDate=12/16/2024&clsLoc=1,12/16,Street/Choreography
Modega,21:30:00,Open Breaking Session,Static,https://sutrapro.com/modega/checkout/J2yIwo8jG8SN5TwQsg0x,12/16,Street/Choreography
Modega,21:30:00,Intro To New Style Hustle,Kenji & Dasha,https://sutrapro.com/modega/checkout/4Ug4C1HuTvPkFeGMrCvr,12/16,Street/Choreography
Brickhouse,21:30:00,Pop Up,Gabrielle Dominguez,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=113&classId=8334&classDate=12/16/2024&clsLoc=1,12/16,Street/Choreography
