BDC,10:30:00,Beg Tap,Nicole Ohr,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=20937&classDate=12/16/2024&clsLoc=1,12/16,Tap
BDC,12:00:00,Adv Beg Tap,Jill Kenney,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21157&classDate=12/16/2024&clsLoc=1,12/16,Tap
ATDF,12:00:00,Tap Fundamentals,Mary Six Rupert,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=2471&classDate=12/16/2024&clsLoc=1,12/16,Tap
Steps,12:00:00,Beg Tap,Germaine Goodson,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085506&classDate=12/16/2024&clsLoc=1,12/16,Tap
Steps,12:45:00,Basic Tap,Gwen Potter (1),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087872&classDate=12/16/2024&clsLoc=1,12/16,Tap
ATDF,13:30:00,Basic,Adante Power,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=2470&classDate=12/16/2024&clsLoc=1,12/16,Tap
BDC,13:45:00,Basic Tap,Brent McBeth,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21173&classDate=12/16/2024&clsLoc=1,12/16,Tap
Steps,13:45:00,Adv/Beg Tap,Germaine Goodson,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085507&classDate=12/16/2024&clsLoc=1,12/16,Tap
Steps,14:15:00,Int Tap,Gwen Potter (2),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087870&classDate=12/16/2024&clsLoc=1,12/16,Tap
BDC,15:30:00,Beg Tap,Kat Ponza,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21596&classDate=12/16/2024&clsLoc=1,12/16,Tap
Steps,15:30:00,Basic Tap,Germaine Goodson,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085509&classDate=12/16/2024&clsLoc=1,12/16,Tap
BDC,17:15:00,Int Tap,Maddie Rae Russo (3),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21209&classDate=12/16/2024&clsLoc=1,12/16,Tap
ATDF,18:15:00,Adv Beg,Kaleena Miller,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=2384&classDate=12/16/2024&clsLoc=1,12/16,Tap
ATDF,18:15:00,Intro Workshop Extension Classes,Maria Clara Laet,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=2472&classDate=12/16/2024&clsLoc=1,12/16,Tap
BDC,19:00:00,Beg Mechanics Of Tap,Ja'Bowen Dixon,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21616&classDate=12/16/2024&clsLoc=1,12/16,Tap
Steps,19:00:00,Adv/Beg Tap,Tommy Wasiuta,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087076&classDate=12/16/2024&clsLoc=1,12/16,Tap
ATDF,19:30:00,Int/Adv,Kaleena Miller,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=2388&classDate=12/16/2024&clsLoc=1,12/16,Tap
ATDF,19:30:00,Tap Fundamentals,Maria Clara Laet (1),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=2385&classDate=12/16/2024&clsLoc=1,12/16,Tap
