Studio,Start time,,Classes,Teacher,Duration
ATDF,6:15 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=2172&classDate=4/25/2024&clsLoc=1,Advanced Beginner,Brian Davis,1 hour &15 minutes
ATDF,6:15 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=2361&classDate=4/25/2024&clsLoc=1,Beginner,Susan Hebach,1 hour &15 minutes
