Studio,Start time,,Classes,Teacher,Location,Duration
Steps on Broadway,1:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=113&classId=2147089456&classDate=4/25/2024&clsLoc=1,In-Studio 2-Hour Class: Adv/Int Theater Jazz,Jessica Lee Goldyn,Steps on Broadway,2 hours
Steps on Broadway,8:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=113&classId=2147089313&classDate=4/25/2024&clsLoc=1,In-Studio Spotlight: Int/Adv Jazz,Adrian Lee,Steps on Broadway,2 hours
Steps on Broadway,9:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147082816&classDate=4/25/2024&clsLoc=1,In-Studio Int Ballet,Jen Kreichman (1),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,9:45 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147086997&classDate=4/25/2024&clsLoc=1,In-Studio Int/Adv Pro Ballet,Heather Hawk,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,10:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087080&classDate=4/25/2024&clsLoc=1,In-Studio Adv Pro Ballet,Maxim Beloserkovsky,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,10:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087081&classDate=4/25/2024&clsLoc=1,In-Studio Rommett Floor Barre,Marguerite Wesley,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147084561&classDate=4/25/2024&clsLoc=1,In-Studio Adv/Beg Ballet,Temple Kemezis,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087003&classDate=4/25/2024&clsLoc=1,In-Studio Adv Pro Ballet,Nancy Bielski,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,1:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087004&classDate=4/25/2024&clsLoc=1,In-Studio Int Ballet,Noriko Hara,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,2:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147089878&classDate=4/25/2024&clsLoc=1,In-Studio Int/Adv Ballet,John Clifford,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,5:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087005&classDate=4/25/2024&clsLoc=1,In-Studio Adv/Int Ballet,Espen Giljane,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,6:45 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087084&classDate=4/25/2024&clsLoc=1,In-Studio Beg/Int Ballet,Heather Hawk,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085571&classDate=4/25/2024&clsLoc=1,In-Studio Adv/Beg Contemporary,Mindy Jackson,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,12:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087942&classDate=4/25/2024&clsLoc=1,In-Studio Int Contemporary,Hannah Weinmaster (2),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,3:15 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087006&classDate=4/25/2024&clsLoc=1,In-Studio Adv/Int Contemporary,Chris Jarosz (3),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,6:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087742&classDate=4/25/2024&clsLoc=1,In-Studio Int/Adv Contemporary Fusion,Gina Menichino (4),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,7:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147089636&classDate=4/25/2024&clsLoc=1,In-Studio Gaga/dancers Class,Ohad Mazor,Steps on Broadway,1 hour &15 minutes
Steps on Broadway,10:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087768&classDate=4/25/2024&clsLoc=1,In-Studio Beg Jazz,Emily Bufferd,Steps on Broadway,1 hour &30 minutes
