Studio,Start time,Sign up,Classes,Teacher,Location,Duration
Steps on Broadway,9:30 am  EDT,none,In-Studio Adv/Beg Ballet,"Sims, L.",Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,9:45 am  EDT,none,In-Studio Int/Adv Pro Ballet,Lawrence (1),Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,11:00 am  EDT,none,In-Studio Adv Pro Ballet,Beloserkovsky,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,11:30 am  EDT,none,In-Studio Adv/Int Ballet,Saund,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,11:30 am  EDT,none,In-Studio Rommett Floor Barre,Wesley,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,12:45 pm  EDT,none,In-Studio Beg Ballet,Kemezis,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,1:15 pm  EDT,none,In-Studio Int Ballet,Loh (2),Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,12:00 pm  EDT,none,In-Studio Beg Jazz,Bufferd,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,3:00 pm  EDT,none,In-Studio Int Jazz,Pierlon,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,12:45 pm  EDT,none,In-Studio Adv/Beg Modern/Horton,Maffei,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,4:15 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=89&classId=2147088057&classDate=10/14/2023&clsLoc=1,In-Studio Spotlight: Int/Adv Contemporary,Guy,Steps on Broadway,2 hours
Steps on Broadway,4:45 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=89&classId=2147088067&classDate=10/14/2023&clsLoc=1,In-Studio Spotlight: Int/Adv Latin Fusion,"Salgado, L.",Steps on Broadway,2 hours
Steps on Broadway,5:15 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085625&classDate=10/14/2023&clsLoc=1,In-Studio Beg Hip Hop,"Smith, C.",Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,1:15 pm  EDT,none,In-Studio Pilates Mat,Cummings,Steps on Broadway,1 hour
Steps on Broadway,11:00 am  EDT,none,In-Studio Int Tap,Kameda (3),Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,12:00 pm  EDT,none,In-Studio Basic Tap,Scrivens (4),Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,12:45 pm  EDT,none,In-Studio Beg Tap,Ikegaya,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,2:30 pm  EDT,none,In-Studio Int/Adv Broadway Tap,Wockenfuss,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,4:15 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085631&classDate=10/14/2023&clsLoc=1,In-Studio Adv/Beg Tap,MacDonald,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,6:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085632&classDate=10/14/2023&clsLoc=1,In-Studio Adv/Int Tap,MacDonald,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,2:30 pm  EDT,none,In-Studio Adv/Int Theater Jazz,Leggio,Steps on Broadway,1 hour & 30 minutes
Steps on Broadway,3:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085634&classDate=10/14/2023&clsLoc=1,In-Studio Int Theater Jazz,Darlington (5),Steps on Broadway,1 hour & 30 minutes
