Studio,Start time,Sign up,Sessions,Teacher,Studio,Duration
Gibney,10:30 am  EDT,none,Beginner Simonson with Leann Gioia at 280,Leann Gioia,Gibney 280: Studio E,1 hour & 30 minutes
Gibney,10:30 am  EDT,none,Gaga/people at 280,Doron Perk,Gibney 280: Studio C,1 hour
Gibney,10:30 am  EDT,none,Intermediate/Advanced Beginner Ballet with Kat Wildish at 890,Kat Wildish,Gibney 890: Studio 5-2,1 hour & 30 minutes
Gibney,12:00 pm  EDT,none,Countertechnique with Maggie Costales at 280,Maggie Costales,Gibney 280: Studio C,1 hour & 45 minutes
Gibney,12:00 pm  EDT,none,Embodiment through Dance Movement Therapy at 280,Giulia Carotenuto,Gibney 280: Studio D,1 hour & 45 minutes
Gibney,12:00 pm  EDT,none,Pointe with Kat Wildish at 890,Kat Wildish,Gibney 890: Studio 5-2,1 hour
Gibney,12:00 pm  EDT,none,Simonson Jazz with Leann Gioia at 280,Cancelled Today,none,1 hour & 45 minutes
