Studio,Start time,Sign up,Classes,Teacher,Duration
Cumbe Dance Center,4:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=4179&classDate=10/14/2023&clsLoc=1,Compas/Kompa Dance [All Levels],Julio Jean & Robenson Mathurin,3 hours & 30 minutes
Cumbe Dance Center,12:00 pm  EDT,none,Dunham Jazz [D4J],Candice Michelle Franklin,2 hours
Cumbe Dance Center,2:00 pm  EDT,none,Sabar + Kutiro,Ousmane Sall,1 hour & 30 minutes
