Ballet Academy East,10:00am,Basic Beg Ballet,Julie Voshell,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7831&classDate=8/12/2023&clsLoc=1
Ballet Academy East,11:00am,Intro To Ballet,Lorna Zawacki,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7806&classDate=8/12/2023&clsLoc=1
Ballet Academy East,11:45am,Adv Beg Ballet,Julie Voshell,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7853&classDate=8/12/2023&clsLoc=1
Ballet Academy East,12:45pm,Beg Ballet,Lorna Zawacki,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7838&classDate=8/12/2023&clsLoc=1
Ballet Academy East,1:15pm,Pointe Class,Julie Voshell,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7821&classDate=8/12/2023&clsLoc=1
Peridance,10:30am,Int Ballet,Graciela Kozak,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=5111&classDate=8/12/2023&clsLoc=1
Peridance,12:00pm,Int Ballet,François Perron,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=5439&classDate=8/12/2023&clsLoc=1
Broadway Dance Center,12:00pm,Basic Ballet,Michele Moreno (5),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17797&classDate=8/12/2023&clsLoc=1
Broadway Dance Center,1:30pm,Beg Ballet Jumps And Turns,Michele Moreno (6),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17863&classDate=8/12/2023&clsLoc=1
Broadway Dance Center,4:30pm,Beg Ballet,June Chin (9),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17633&classDate=8/12/2023&clsLoc=1
Broadway Dance Center,10:30am,Beg Ballet,Michele Moreno,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17523&classDate=8/12/2023&clsLoc=1
Broadway Dance Center,1:30pm,Adv Beg Ballet,Kate Loh,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17785&classDate=8/12/2023&clsLoc=1
Gibney 280,10:30am,Int/Adv Beg Ballet,Kat Wildish,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=54&classId=12570&classDate=8/12/2023&clsLoc=1
Gibney 280,12:00pm,Pointe,Kat Wildish,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=54&classId=12650&classDate=8/12/2023&clsLoc=1
Ailey Studios,10:00am,Abs Beg Ballet,Dawn Hillen,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146823654&classDate=8/12/2023&clsLoc=1
Ailey Studios,3:00pm,Beg Ballet,Ronald Alexander,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146823665&classDate=8/12/2023&clsLoc=1
Ballet Arts,11:00am,Int Ballet,Simon Kazantsev,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=1127&classDate=8/12/2023&clsLoc=1
Ballet Arts,12:30pm,Adv Beg Ballet,Noriko Hara,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=2216&classDate=8/12/2023&clsLoc=1
Ballet Arts,2:30pm,Open Level Ballet,Yuka Kawazu,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=2365&classDate=8/12/2023&clsLoc=1
Mark Morris Dance,10:00am,Beg Ballet,Cara Surico,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=3546&classDate=8/12/2023&clsLoc=1
Steps on Broadway,9:30am,Adv/Beg Ballet,"Sims, L.",https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087033&classDate=8/12/2023&clsLoc=1
Steps on Broadway,9:45am,Int/Adv Pro Ballet,Liceica (1),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087038&classDate=8/12/2023&clsLoc=1
Steps on Broadway,11:00am,Adv Pro Ballet,Beloserkovsky,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087039&classDate=8/12/2023&clsLoc=1
Steps on Broadway,11:30am,Adv/Int Ballet,"Sims, L. (2)",https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087040&classDate=8/12/2023&clsLoc=1
Steps on Broadway,11:30am,Rommett Floor Barre,Wesley,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087041&classDate=8/12/2023&clsLoc=1
Steps on Broadway,12:45pm,Beg Ballet,Lawrence (3),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085620&classDate=8/12/2023&clsLoc=1
Steps on Broadway,1:15pm,Int Ballet,Gelinas,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087042&classDate=8/12/2023&clsLoc=1
Steps on Broadway,4:15pm,Int/Adv Ballet,"Brown, K.",https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087661&classDate=8/12/2023&clsLoc=1
