Studio,Start time,,Classes,Teacher,Duration
Hive NJ,7:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=2311&classDate=12/11/2023&clsLoc=1,Advanced Choreography (Adults 17+),Dino Principe,1 hour &15 minutes
Hive NJ,8:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=2313&classDate=12/11/2023&clsLoc=1,Advanced Choreography (Adults 17+),Iman Brooks (1),1 hour &15 minutes
