Studio,Start time,Classes,Instructor,Sign up
Peridance,09:30:00,Open Ballet,Kathy Sullivan,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6672&classDate=9/21/2023&clsLoc=1
Peridance,10:00:00,Adv Ballet,Elizabeth Ferrell,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6797&classDate=9/21/2023&clsLoc=1
Peridance,10:00:00,Int Contemp,Assaf Salhov,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=6827&classDate=9/21/2023&clsLoc=1
Peridance,10:00:00,Open Dance Theater,Anabella Lenzu,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=51&classId=6743&classDate=9/21/2023&clsLoc=1
Peridance,11:00:00,Open Pointe,Kathy Sullivan,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=74&classId=6673&classDate=9/21/2023&clsLoc=1
Peridance,11:30:00,Adv Contemp,Chris Ralph,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=5526&classDate=9/21/2023&clsLoc=1
Peridance,11:30:00,Beg Ballet,Martha Chapman,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6722&classDate=9/21/2023&clsLoc=1
Peridance,11:30:00,Int Graham,Caterina Rago,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=55&classId=6745&classDate=9/21/2023&clsLoc=1
Peridance,11:30:00,Open Yoga,Marisa Martin,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=73&classId=4330&classDate=9/21/2023&clsLoc=1
Peridance,13:00:00,Adv Contemp,Max Stone,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=5437&classDate=9/21/2023&clsLoc=1
Peridance,13:00:00,Int Ballet,Kate Loh,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6186&classDate=9/21/2023&clsLoc=1
Peridance,13:00:00,Open Heels,Hector Invictus Lopez,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5452&classDate=9/21/2023&clsLoc=1
Peridance,14:30:00,Beg House Routines | Moptop,Cebo Carr,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6774&classDate=9/21/2023&clsLoc=1
Peridance,14:30:00,Int Choreo,Tomoko Ishikawa,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5600&classDate=9/21/2023&clsLoc=1
Peridance,14:30:00,Open Pilates,Yuki Hasegawa,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=73&classId=6746&classDate=9/21/2023&clsLoc=1
Peridance,16:00:00,Open Ballet/Pointe,Dianna Warren,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=5948&classDate=9/21/2023&clsLoc=1
Peridance,16:00:00,Open House,Sekou Heru,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5387&classDate=9/21/2023&clsLoc=1
Peridance,17:30:00,Adv Contemp,Mathew James,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=5426&classDate=9/21/2023&clsLoc=1
Peridance,17:30:00,Int Hip Hop,Tomoe Beasty Carr,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6813&classDate=9/21/2023&clsLoc=1
Peridance,19:00:00,Adv Choreo,Eric Delgado (1),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5396&classDate=9/21/2023&clsLoc=1
Peridance,19:00:00,Int Ballet,Greg Zane,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6830&classDate=9/21/2023&clsLoc=1
Peridance,19:15:00,Beg Contemp Jazz,Leslie Blake Walker (2),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=51&classId=6691&classDate=9/21/2023&clsLoc=1
Peridance,19:30:00,Open House,Brooklyn Terry,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6811&classDate=9/21/2023&clsLoc=1
Peridance,20:30:00,Adv Contemp,Tushrik Fredericks,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=6749&classDate=9/21/2023&clsLoc=1
Peridance,20:30:00,Int Hip Hop,Dr. Ew,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6748&classDate=9/21/2023&clsLoc=1
Peridance,20:30:00,Open Old Way Vogue,Archie Burnett,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6719&classDate=9/21/2023&clsLoc=1
