Studio,Start time,Sign up,Classes,Teacher,Co-Teacher/Assistant,Musician,Duration
Mark Morris Dance,"9:00 am  EDT
    LIVE STREAM",https://clients.mindbodyonline.com/ASP/res_a.asp?tg=114&classId=3241&classDate=8/14/2023&clsLoc=1,(Online) Gyrokinesis,Alexandra Berger (Mask Optional),none,none,1 hour & 15 minutes
Mark Morris Dance,"12:00 pm  EDT
    LIVE STREAM",https://clients.mindbodyonline.com/ASP/res_a.asp?tg=114&classId=5123&classDate=8/14/2023&clsLoc=1,(Online) Beginner Contemporary,Sharyn Korey (Mask Optional) (2),none,none,1 hour & 30 minutes
Mark Morris Dance,"7:00 pm  EDT
    LIVE STREAM",https://clients.mindbodyonline.com/ASP/res_a.asp?tg=114&classId=3244&classDate=8/14/2023&clsLoc=1,(Online) Beginner Ballet,Kelly Slough (Mask Optional),none,none,1 hour & 30 minutes
Mark Morris Dance,"7:00 pm  EDT
    LIVE STREAM",https://clients.mindbodyonline.com/ASP/res_a.asp?tg=114&classId=4927&classDate=8/14/2023&clsLoc=1,(Online) Open Level Hip-Hop,Léa Ono (Masks Optional),none,none,1 hour & 30 minutes
