Studio,Time,Classes,Instructor,Sign up,Date,Style
BDC,09:00:00,Beg Lyrical,Emily Bufferd,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17735&classDate=8/20/2023&clsLoc=1,2023-08-20,Contemporary/Modern
Ballet Arts,09:30:00,Adv Beg Ballet,Cancelled Today,none,2023-08-20,Ballet
BDC,10:00:00,Adv Beg Broadway Jazz,Chrisy Kakurai (1),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17657&classDate=8/20/2023&clsLoc=1,2023-08-20,Theater
Peridance,10:00:00,Open Ballet,Bivi Kimura,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=4873&classDate=8/20/2023&clsLoc=1,2023-08-20,Ballet
BAE,10:00:00,Adv Beg Ballet,Ginger Thatcher,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7854&classDate=8/20/2023&clsLoc=1,2023-08-20,Ballet
BAE,10:00:00,Sculpt Tone,Elizabeth Portnoy,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7819&classDate=8/20/2023&clsLoc=1,2023-08-20,Additional Disciplines
Gibney 280,10:00:00,Adult Open Contemp At 280,Phoebe Ballard,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12885&classDate=8/20/2023&clsLoc=1,2023-08-20,Contemporary/Modern
BDC,10:00:00,Adv Beg Street Styles,Niki Saludez,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17883&classDate=8/20/2023&clsLoc=1,2023-08-20,Street/Choreography
BDC,10:00:00,Int Tap,Kat Ponza,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17807&classDate=8/20/2023&clsLoc=1,2023-08-20,Tap
Ailey,10:00:00,Beg Ballet,Mikhail Ilyin (1),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146823664&classDate=8/20/2023&clsLoc=1,2023-08-20,Ballet
BDC,10:00:00,Beg Theater,Morgan Rose,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17512&classDate=8/20/2023&clsLoc=1,2023-08-20,Theater
Ailey,10:00:00,Zumba Fitness,Cancelled Today,none,2023-08-20,Additional Disciplines
BDC,10:30:00,Beg Jumps And Turns,Emily Bufferd,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17739&classDate=8/20/2023&clsLoc=1,2023-08-20,Additional Disciplines
BDC,10:30:00,Beg Ballet,Joy Karley,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17569&classDate=8/20/2023&clsLoc=1,2023-08-20,Ballet
Steps,10:30:00,Adv Ballet,"Edge, A. (1)",https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087047&classDate=8/20/2023&clsLoc=1,2023-08-20,Ballet
Cumbe,10:30:00,Belly Dancing All Levels,Jaida,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=4122&classDate=8/20/2023&clsLoc=1,2023-08-20,Additional Disciplines
BAE,10:30:00,Beg Ballet,Brigid Boden,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7839&classDate=8/20/2023&clsLoc=1,2023-08-20,Ballet
SassClass,10:50:00,Sexy Stilettos,Sophia,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=716&classDate=8/20/2023&clsLoc=1,2023-08-20,Street/Choreography
Steps,11:00:00,Lastics Stretch,Scholz,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087053&classDate=8/20/2023&clsLoc=1,2023-08-20,Additional Disciplines
Ballet Arts,11:00:00,Int Ballet,Simon Kazantsev,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=2221&classDate=8/20/2023&clsLoc=1,2023-08-20,Ballet
