Studio,Start time,Sign up,Classes,Teacher,Studio,Duration
Broadway Dance Center,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17712&classDate=9/1/2023&clsLoc=1,IN-PERSON: Adv Beg TAP with Madison Hilligoss,Madison Hilligoss,Studio B,1 hour & 30 minutes
Broadway Dance Center,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17528&classDate=9/1/2023&clsLoc=1,IN-PERSON: Basic HIP-HOP with AntBoogie,AntBoogie,Studio 5,1 hour & 30 minutes
Broadway Dance Center,10:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17520&classDate=9/1/2023&clsLoc=1,IN-PERSON: Beg BALLET with Michele Moreno,Michele Moreno,Studio 4,1 hour & 30 minutes
Broadway Dance Center,11:30 am  EDT,none,IN-PERSON: Adv Beg THEATER with Amanda LaMotte,Canceled Today,none,1 hour & 30 minutes
Broadway Dance Center,11:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=16945&classDate=9/1/2023&clsLoc=1,IN-PERSON: Beg JAZZ FUNK with Chio,Chio,Studio 2,1 hour & 30 minutes
Broadway Dance Center,12:00 pm  EDT,none,IN-PERSON: All Levels PILATES with Joy Karley,Canceled Today,none,1 hour & 15 minutes
Broadway Dance Center,1:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17545&classDate=9/1/2023&clsLoc=1,IN-PERSON: Adv Beg HIP-HOP with Geheny Rivera,Geheny Rivera,Studio B,1 hour & 30 minutes
Broadway Dance Center,1:00 pm  EDT,none,IN-PERSON: Int TAP with Jill Kenney,Canceled Today,none,1 hour & 30 minutes
Broadway Dance Center,1:30 pm  EDT,none,IN-PERSON: Basic BALLET with Joy Karley,Canceled Today,none,1 hour & 30 minutes
Broadway Dance Center,2:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17580&classDate=9/1/2023&clsLoc=1,IN-PERSON: Beg BROADWAY TAP with Deanna Doyle,Brent McBeth (2),Studio B,1 hour & 30 minutes
Broadway Dance Center,2:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17775&classDate=9/1/2023&clsLoc=1,IN-PERSON: Int STREET STYLES with Esosa Oviasu,Esosa Oviasu,Studio 5,1 hour & 30 minutes
Broadway Dance Center,3:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17784&classDate=9/1/2023&clsLoc=1,IN-PERSON: Int BALLET with Kate Loh,Josh Kolberg (3),Studio 1,1 hour & 30 minutes
Broadway Dance Center,4:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17692&classDate=9/1/2023&clsLoc=1,IN-PERSON: Int Adv STREET JAZZ with Neil Schwartz,Marlon Santana (4),Studio 5,1 hour & 30 minutes
Broadway Dance Center,4:15 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18065&classDate=9/1/2023&clsLoc=1,IN-PERSON: Int CONTEMPORARY THEATER with Reed Luplau,Reed Luplau,Studio 3,1 hour & 30 minutes
Broadway Dance Center,4:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=16957&classDate=9/1/2023&clsLoc=1,IN-PERSON: Beg BALLET with Dorit Koppel,Dorit Koppel,Studio 1,1 hour & 30 minutes
Broadway Dance Center,5:45 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17963&classDate=9/1/2023&clsLoc=1,IN-PERSON: Adv Beg HEELS with Dan Lai,Dan Lai,Studio 5,1 hour & 30 minutes
Broadway Dance Center,5:45 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17613&classDate=9/1/2023&clsLoc=1,IN-PERSON: Basic CONTEMPORARY JAZZ with Stacie Webster,Stacie Webster,Studio A,1 hour & 30 minutes
Broadway Dance Center,6:00 pm  EDT,none,IN-PERSON: Adv Beg POP BALLET with Erica Ratkovicz,Canceled Today,none,1 hour & 30 minutes
Broadway Dance Center,7:15 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17751&classDate=9/1/2023&clsLoc=1,IN-PERSON: Basic STREET JAZZ with Q,Q,Studio 3,1 hour & 30 minutes
Broadway Dance Center,7:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17614&classDate=9/1/2023&clsLoc=1,IN-PERSON: Beg JUMPS AND TURNS with Stacie Webster,Stacie Webster,Studio 4,1 hour & 30 minutes
Broadway Dance Center,8:45 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17873&classDate=9/1/2023&clsLoc=1,IN-PERSON: Int Adv THEATER with Ehizoje Azeke,Ehizoje Azeke,Studio A,1 hour & 30 minutes
Broadway Dance Center,8:45 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18350&classDate=9/1/2023&clsLoc=1,IN-PERSON: Int HEELS with Sabina Lundgren,Sabina Lundgren,Studio 3,1 hour & 30 minutes
Broadway Dance Center,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17516&classDate=9/1/2023&clsLoc=1,IN-PERSON: Basic CONTEMPORARY with Blue,Blue,Studio A,1 hour & 30 minutes
Broadway Dance Center,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17511&classDate=9/1/2023&clsLoc=1,IN-PERSON: Basic THEATER with Morgan Rose,Morgan Rose,Studio 3,1 hour & 30 minutes
Broadway Dance Center,11:30 am  EDT,none,IN-PERSON: Adv Beg CONTEMPORARY LYRICAL with Tracie Stanfield,Canceled Today,none,1 hour & 30 minutes
Broadway Dance Center,11:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17533&classDate=9/1/2023&clsLoc=1,IN-PERSON: Basic TAP with Jill Kenney,Emiko Nakagawa (1),Studio B,1 hour & 30 minutes
Broadway Dance Center,12:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17541&classDate=9/1/2023&clsLoc=1,IN-PERSON: Adv Beg BALLET with Natalya Stavro,Natalya Stavro,Studio 4,1 hour & 30 minutes
Broadway Dance Center,1:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17973&classDate=9/1/2023&clsLoc=1,IN-PERSON: Adv Beg JAZZ with Sheila Barker,Sheila Barker,Studio 2,1 hour & 30 minutes
Broadway Dance Center,1:00 pm  EDT,none,IN-PERSON: Int THEATER with Skye Mattox,Canceled Today,none,1 hour & 30 minutes
Broadway Dance Center,1:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17979&classDate=9/1/2023&clsLoc=1,IN-PERSON: Beg CONTEMPORARY with Eric Campros,Eric Campros,Studio 4,1 hour & 30 minutes
Broadway Dance Center,2:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17653&classDate=9/1/2023&clsLoc=1,IN-PERSON: Adv Beg HOUSE with Huu Rock,Huu Rock,Studio 3,1 hour & 30 minutes
Broadway Dance Center,2:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17573&classDate=9/1/2023&clsLoc=1,IN-PERSON: Int Adv JAZZ with Debbie Roshe,Debbie Roshe,Studio A,1 hour & 30 minutes
Broadway Dance Center,3:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17890&classDate=9/1/2023&clsLoc=1,IN-PERSON: All Levels ACRO with Sissa Strain,Sissa Strain,Studio 4,1 hour & 30 minutes
Broadway Dance Center,4:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17776&classDate=9/1/2023&clsLoc=1,IN-PERSON: Adv Beg TAP with Dario Natarelli,Dario Natarelli,Studio B,1 hour & 30 minutes
Broadway Dance Center,4:15 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17671&classDate=9/1/2023&clsLoc=1,IN-PERSON: Beg CONTEMPORARY with Michaela McGowan,Michaela McGowan,Studio A,1 hour & 30 minutes
Broadway Dance Center,4:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17603&classDate=9/1/2023&clsLoc=1,IN-PERSON: Adv Beg JUMPS AND TURNS with Ali Koinoglou,Dexter Da Rocha (5),Studio 4,1 hour & 30 minutes
Broadway Dance Center,5:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17559&classDate=9/1/2023&clsLoc=1,IN-PERSON: Int TAP with Brent McBeth,Brent McBeth,Studio B,1 hour & 30 minutes
Broadway Dance Center,5:45 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17786&classDate=9/1/2023&clsLoc=1,IN-PERSON: Adv Beg STREET STYLES with J Lyn Thomas,J Lyn Thomas,Studio 3,1 hour & 30 minutes
Broadway Dance Center,6:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17787&classDate=9/1/2023&clsLoc=1,IN-PERSON: Adv Beg JAZZ FUSION with Michelle Barber,Michelle Barber,Studio 1,1 hour & 30 minutes
Broadway Dance Center,7:15 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17697&classDate=9/1/2023&clsLoc=1,IN-PERSON: All Levels CONTEMPORARY FLOORWORK with Nijawwon Matthews,Nijawwon Matthews,Studio A,1 hour & 30 minutes
Broadway Dance Center,7:15 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17618&classDate=9/1/2023&clsLoc=1,IN-PERSON: Int Adv STREET JAZZ with Keenan Cooks,Keenan Cooks,Studio 5,1 hour & 30 minutes
Broadway Dance Center,7:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17789&classDate=9/1/2023&clsLoc=1,IN-PERSON: Int JAZZ FUSION with Michelle Barber,Michelle Barber,Studio 1,1 hour & 30 minutes
Broadway Dance Center,8:45 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17682&classDate=9/1/2023&clsLoc=1,IN-PERSON: Int CONTEMPORARY with Gina Menichino,Gina Menichino,Studio 5,1 hour & 30 minutes
