Studio,Start time,Sign up,Sessions,Teacher,Studio,Duration
Gibney,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=54&classId=12894&classDate=9/1/2023&clsLoc=1,Ballet with Nina Goldman at 890,Nina Goldman,Gibney 890: Studio 5-2,1 hour & 45 minutes
Gibney,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12676&classDate=9/1/2023&clsLoc=1,Gaga/people at 280,Rotating Gaga Teachers,Gibney 280: Studio C,1 hour
Gibney,10:00 am  EDT,none,Klein Technique Dance/Movement Class at 280,Cancelled Today,none,2 hours
Gibney,12:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12899&classDate=9/1/2023&clsLoc=1,Contemporary at 280,Jesse Obremski,Gibney 280: Studio C,1 hour & 45 minutes
Gibney,6:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=54&classId=12608&classDate=9/1/2023&clsLoc=1,Dancer Stretch at 890,Kat Wildish,Gibney 890: Studio 5-2,1 hour
