Studio,Time,Classes,Instructor,Sign up,Date,Style
BDC,09:00:00,Beg Lyrical,Emily Bufferd,none,2024-01-03,Contemporary/Modern
Steps,09:00:00,Open Yoga For Dancers,Dober,none,2024-01-03,Additional Disciplines
BAE,09:00:00,Adv Beg Ballet,Julia Dubno,none,2024-01-03,Ballet
Steps,09:00:00,Beg Ballet,Sullivan,none,2024-01-03,Ballet
BDC,09:00:00,Beg Ballet,June Chin (1),none,2024-01-03,Ballet
Peridance,09:00:00,Open Yoga,Sarah Iguchi,none,2024-01-03,Additional Disciplines
Peridance,09:30:00,Open Body Maintenance Training,Roukijah “NutellaK” Rooks,none,2024-01-03,Additional Disciplines
Ballet Arts,09:30:00,Rise & Ballet!,Joan Liu,none,2024-01-03,Ballet
Steps,09:45:00,Int/Adv Pro Ballet,Lawrence (1),none,2024-01-03,Ballet
Steps,10:00:00,Open Pilates,Ross,none,2024-01-03,Additional Disciplines
BAE,10:00:00,Beg Ballet,Julie Voshell,none,2024-01-03,Ballet
Peridance,10:00:00,Adv Ballet,Nick Korkos (1),none,2024-01-03,Ballet
Peridance,10:00:00,Open Barre À Terre,Anabella Lenzu,none,2024-01-03,Ballet
Gibney,10:00:00,Contemp At 280,Shane Larson,none,2024-01-03,Contemporary/Modern
Gibney,10:00:00,Pro Ballez,Katy Pyle,none,2024-01-03,Ballet
Peridance,10:00:00,Int Contemp,Brandon Coleman,none,2024-01-03,Contemporary/Modern
Steps,10:00:00,Adv/Int Ballet,Loh,none,2024-01-03,Ballet
Steps,10:00:00,Adv/Beg Tap,Korenblum (5),none,2024-01-03,Tap
Mark Morris,10:00:00,Adv Ballet,Kelly *Slough,none,2024-01-03,Ballet
Gibney,10:00:00,Countertechnique,Anouk van Dijk,none,2024-01-03,Additional Disciplines
Mark Morris,10:15:00,Cunningham Technique Open Class,Rotating *Cunningham Faculty,none,2024-01-03,Contemporary/Modern
BDC,10:30:00,Adv Beg Hip-Hop,Paolo Slice Penala,none,2024-01-03,Street/Choreography
BAE,10:30:00,Intro To Ballet,Shirley Bassat,none,2024-01-03,Ballet
Gibney,10:30:00,Bartenieff Fundamentals At 280,Alexandra Beller,none,2024-01-03,Additional Disciplines
BDC,10:30:00,Int Ballet,Deanna Doyle,none,2024-01-03,Ballet
BDC,10:30:00,Int Theater,Chryssie Whitehead,none,2024-01-03,Theater
BDC,10:30:00,Adv Beg Tap,Canceled Today,none,2024-01-03,Tap
Steps,10:45:00,Adv/Beg Ballet,Sullivan,none,2024-01-03,Ballet
Ballet Arts,11:00:00,Int Ballet,Kenny Larson,none,2024-01-03,Ballet
Steps,11:00:00,Rommett Floor Barre,Moccia,none,2024-01-03,Ballet
BAE,11:30:00,Adv Beg Ballet,Julie Voshell,none,2024-01-03,Ballet
Peridance,11:30:00,Int Contemp,Marijke Eliasberg,none,2024-01-03,Contemporary/Modern
Steps,11:30:00,Adv Pro Ballet,Bielski,none,2024-01-03,Ballet
Peridance,11:30:00,Adv Ballet,Michelle Thompson (2),none,2024-01-03,Ballet
Peridance,11:30:00,Beg Ballet,Mary Burns (3),none,2024-01-03,Ballet
BAE,11:30:00,Gentle Pilates,Wendy Amos,none,2024-01-03,Additional Disciplines
Steps,11:45:00,Adv/Int Ballet,Angelova (2),none,2024-01-03,Ballet
Steps,11:45:00,Basic Tap,Kameda,none,2024-01-03,Tap
BDC,12:00:00,Beg Jazz Funk,Darrin Little (2),none,2024-01-03,Street/Choreography
BDC,12:00:00,Adv Beg Ballet,Natalya Stavro,none,2024-01-03,Ballet
Ailey,12:00:00,Zumba Fitness,Will Negrillo,none,2024-01-03,Additional Disciplines
BDC,12:00:00,Adv Beg Theater,Ian Klein,none,2024-01-03,Theater
BDC,12:00:00,Adv Beg Contemp Lyrical,Tracie Stanfield,none,2024-01-03,Contemporary/Modern
BDC,12:00:00,Beg Theater Tap,Doug Shankman,none,2024-01-03,Tap
Steps,12:00:00,Beg Tap,Goodson,none,2024-01-03,Tap
BAE,12:00:00,Int Ballet,Stephanie Godino,none,2024-01-03,Ballet
BAE,12:00:00,Basic Beg Ballet,Shirley Bassat,none,2024-01-03,Ballet
Gibney,12:00:00,Simonson Jazz,Teresa Perez Ceccon,none,2024-01-03,Jazz
Mark Morris,12:10:00,Contemp Simonson Technique,Laurie *De Vito,none,2024-01-03,Contemporary/Modern
Steps,12:30:00,Int Ballet,Hara,none,2024-01-03,Ballet
Gibney,12:45:00,Movement Research At 280,Cancelled Today,none,2024-01-03,Additional Disciplines
Ballet Arts,13:00:00,Int Ballet,Simon Kazantsev,none,2024-01-03,Ballet
Peridance,13:00:00,Beg Horton,Katrina Perrin,none,2024-01-03,Contemporary/Modern
Peridance,13:00:00,Int Choreo,James Kho,none,2024-01-03,Street/Choreography
Steps,13:00:00,Int Theater Dance,Culbreath,none,2024-01-03,Theater
Peridance,13:00:00,Int Ballet,Gabrielle Lamb (4),none,2024-01-03,Ballet
Steps,13:15:00,Adv/Int Jazz,Meahl,none,2024-01-03,Jazz
BDC,13:30:00,Basic Tap,Avital Asuleen,none,2024-01-03,Tap
BDC,13:30:00,Beg Jumps And Turns,Eric Campros,none,2024-01-03,Additional Disciplines
Brickhouse,13:30:00,Contemp Int,Rae-ann Thomas,none,2024-01-03,Contemporary/Modern
BDC,13:30:00,Int Contemp Fusion,Camryn Brothers,none,2024-01-03,Contemporary/Modern
Steps,13:30:00,Int Jazz,Leggio,none,2024-01-03,Jazz
Steps,13:30:00,Int Tap,"Kaufman, S.",none,2024-01-03,Tap
BDC,13:30:00,Int Theater,Tanner Lane,none,2024-01-03,Theater
