Studio,Start time,Sign up,Classes,Teacher,Room,Duration
Ballet Arts,9:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=2290&classDate=9/25/2023&clsLoc=1,VIRTUAL: RISE & BALLET!,Joan Liu,BALLET Arts - VIRTUAL STUDIO,1 hour & 30 minutes
Ballet Arts,11:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=2287&classDate=9/25/2023&clsLoc=1,VIRTUAL: 2-Hour INTERMEDIATE Ballet,Kenny Larson,BALLET Arts - VIRTUAL STUDIO,2 hours
Ballet Arts,1:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=2241&classDate=9/25/2023&clsLoc=1,VIRTUAL: INTERMEDIATE Ballet,Simon Kazantsev,BALLET Arts - VIRTUAL STUDIO,1 hour & 30 minutes
Ballet Arts,2:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=2277&classDate=9/25/2023&clsLoc=1,VIRTUAL: ADVANCED BEGINNER Ballet,Kate Loh,Ballet Arts Virtual - 2,1 hour & 30 minutes
Ballet Arts,4:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=2304&classDate=9/25/2023&clsLoc=1,VIRTUAL: INTERMEDIATE Ballet,Noriko Hara,BALLET Arts - VIRTUAL STUDIO,1 hour & 30 minutes
Ballet Arts,5:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=3425&classDate=9/25/2023&clsLoc=1,VIRTUAL: INTERMEDIATE Ballet,Simon Kazantsev,BALLET Arts - VIRTUAL STUDIO,1 hour & 30 minutes
Ballet Arts,7:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=2364&classDate=9/25/2023&clsLoc=1,VIRTUAL: BALLET OPEN LEVEL,Yuka Kawazu,BALLET Arts - VIRTUAL STUDIO,1 hour & 30 minutes
