Studio,Start time,Sign up,Classes,Teacher,Pianist,Room,Duration
Ballet Academy East,10:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=8409&classDate=12/15/2024&clsLoc=1,LIVE-STREAMING Advanced Beginner Ballet,Marsha Knight (13),none,none,1 hour &30 minutes
Ballet Academy East,10:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=8362&classDate=12/15/2024&clsLoc=1,VIRTUAL Mat Pilates,Courtney Conner,none,none,1 hour
Ballet Academy East,11:30 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=8450&classDate=12/15/2024&clsLoc=1,LIVE-STREAM Intermediate Ballet,Marsha Knight (15),none,none,1 hour &30 minutes
Ballet Academy East,1:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=8390&classDate=12/15/2024&clsLoc=1,LIVE-STREAM Basic Beginner Ballet,Sean Kelly,none,none,1 hour &30 minutes
