Studio,Start time,,Classes,Teacher,Room,Duration
ILoveDance,6:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=37&classId=9139&classDate=2/8/2024&clsLoc=1,In-StudioQ: DASH | NMIXX (Part 1),Winnie Chung,Flushing,1 hour &20 minutes
ILoveDance,7:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=37&classId=9219&classDate=2/8/2024&clsLoc=1,In-StudioQ: Love 119 | RIIZE (Part 1),Christina Ryu,Flushing,1 hour &20 minutes
