Studio,Start time,Classes,Instructor,Sign up
Brickhouse,11:00:00,Crew Auditions,Various *,none
Brickhouse,15:00:00,Heels Int/Adv,Sabina Lundgren,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=113&classId=7718&classDate=8/17/2023&clsLoc=1
Brickhouse,16:30:00,Private Class,Various *,none
Brickhouse,18:00:00,Generation X Private,Kelly Peters,none
Brickhouse,21:00:00,X Pro Private,Kelly Peters,none
