Studio,Start time,Classes,Instructor,Sign up
ATDF,18:15:00,Adv Beg,Adriana Ogle (3),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=2172&classDate=8/17/2023&clsLoc=1
ATDF,18:15:00,Basic,Susan Hebach,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=2171&classDate=8/17/2023&clsLoc=1
