Studio,Start time,Classes,Instructor,Sign up
Hive Dance NJ,19:00:00,Beg Hip-Hop Adults 17+,Edson Maldonado (2),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=2206&classDate=8/17/2023&clsLoc=1
Hive Dance NJ,20:15:00,Beg Hip-Hop Adults 17+,Mark Salud (3),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=2207&classDate=8/17/2023&clsLoc=1
