Studio,Start time,Sign up,Classes,Teacher,Duration
Hive NJ,8:15 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=2272&classDate=10/17/2023&clsLoc=1,Advanced Choreography (Adults 17+),Katrina Endozo,1 hour & 15 minutes
