Studio,Start time,Sign up,Classes,Teacher,Accompanist,Location,Duration
Peridance,9:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=73&classId=6658&classDate=10/17/2023&clsLoc=1,Open Yoga,Sarah Iguchi,none,Peridance Center,1 hour
Peridance,9:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6659&classDate=10/17/2023&clsLoc=1,Open Ballet,Kathy Sullivan,none,Peridance Center,1 hour & 30 minutes
Peridance,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6794&classDate=10/17/2023&clsLoc=1,Adv Ballet,Elizabeth Ferrell,Michael Dolnikov,Peridance Center,1 hour & 30 minutes
Peridance,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=6182&classDate=10/17/2023&clsLoc=1,Inter Contemporary Release,Wesley Ensminger,none,Peridance Center,1 hour & 30 minutes
Peridance,10:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=73&classId=5918&classDate=10/17/2023&clsLoc=1,Open Zena Rommett Floor-Barre ®,LuAnn Leonard,none,Peridance Center,1 hour
Peridance,11:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=74&classId=6660&classDate=10/17/2023&clsLoc=1,Open Pointe,Kathy Sullivan,none,Peridance Center,30 minutes
Peridance,11:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=6661&classDate=10/17/2023&clsLoc=1,Adv Contemporary,Guest Artist (1),none,Peridance Center,1 hour & 30 minutes
Peridance,11:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=5374&classDate=10/17/2023&clsLoc=1,Beg Ballet,Yuka Kawazu,none,Peridance Center,1 hour & 30 minutes
Peridance,11:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=6733&classDate=10/17/2023&clsLoc=1,Beg Contemporary,Bo Kyung Lee,none,Peridance Center,1 hour & 30 minutes
Peridance,11:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=73&classId=5466&classDate=10/17/2023&clsLoc=1,Open Gyrokinesis®,Naoko Moriyama-Robbins,none,Peridance Center,1 hour & 30 minutes
Peridance,1:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6738&classDate=10/17/2023&clsLoc=1,Adv Choreography,Eric Delgado,none,Peridance Center,1 hour & 30 minutes
Peridance,1:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6185&classDate=10/17/2023&clsLoc=1,Inter Ballet,Kate Loh,none,Peridance Center,1 hour & 30 minutes
Peridance,1:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=5434&classDate=10/17/2023&clsLoc=1,Inter Contemporary,Jordan Ryder | RYDERDANCE (2),none,Peridance Center,1 hour & 30 minutes
Peridance,1:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=73&classId=6779&classDate=10/17/2023&clsLoc=1,Open Stretch,Diego Funes,none,Peridance Center,1 hour & 30 minutes
Peridance,2:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=55&classId=6232&classDate=10/17/2023&clsLoc=1,Beg Graham,Caterina Rago,none,Peridance Center,1 hour & 30 minutes
Peridance,2:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=6734&classDate=10/17/2023&clsLoc=1,Inter Contemporary,Rachel Hettinger,none,Peridance Center,1 hour & 30 minutes
Peridance,2:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6860&classDate=10/17/2023&clsLoc=1,Open Litefeet/Hip Hop | MOPTOP,Chrybaby Cozie,none,Peridance Center,1 hour & 30 minutes
Peridance,4:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6404&classDate=10/17/2023&clsLoc=1,Open Ballet,Dianna Warren,none,Peridance Center,1 hour & 30 minutes
Peridance,4:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5386&classDate=10/17/2023&clsLoc=1,Open House,Sekou Heru,none,Peridance Center,1 hour & 30 minutes
Peridance,5:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6689&classDate=10/17/2023&clsLoc=1,Beg Ballet,Julia Gleich,none,Peridance Center,1 hour & 30 minutes
Peridance,5:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5507&classDate=10/17/2023&clsLoc=1,Open Popping,Jazzy J (Boog Soulfire),none,Peridance Center,1 hour & 30 minutes
