Studio,Start time,,Classes,Teacher,Room,Duration
ILoveDance,6:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=37&classId=9187&classDate=2/20/2024&clsLoc=1,In-StudioQ: UNTOUCHABLE | ITZY (Part 3),Maylin Ramos,Flushing,1 hour &20 minutes
ILoveDance,7:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=37&classId=9213&classDate=2/20/2024&clsLoc=1,In-StudioQ: Sweet Venom | ENHYPEN (Part 3),Ness Martinez,Flushing,1 hour &20 minutes
