Studio,Start time,Classes,Instructor,Sign up
Peridance,09:00:00,Open Ballet,Kathy Sullivan,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6184&classDate=8/17/2023&clsLoc=1
Peridance,10:00:00,Adv Ballet,Victoria Vargas,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6326&classDate=8/17/2023&clsLoc=1
Peridance,10:00:00,Adv Contemp Floorwork,Dual Rivet,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=6312&classDate=8/17/2023&clsLoc=1
Peridance,10:30:00,Open Pointe,Kathy Sullivan,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=74&classId=6301&classDate=8/17/2023&clsLoc=1
Peridance,11:30:00,Adv Contemp,Chris Ralph,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=5526&classDate=8/17/2023&clsLoc=1
Peridance,11:30:00,Beg Ballet,Martha Chapman,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=5366&classDate=8/17/2023&clsLoc=1
Peridance,11:30:00,Int Ballet,Shimon Ito (1),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=5916&classDate=8/17/2023&clsLoc=1
Peridance,11:30:00,Open Yoga,Marisa Martin,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=73&classId=4330&classDate=8/17/2023&clsLoc=1
Peridance,13:00:00,Adv Contemp,Max Stone,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=5437&classDate=8/17/2023&clsLoc=1
Peridance,13:00:00,Int Ballet,Kate Loh,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6186&classDate=8/17/2023&clsLoc=1
Peridance,13:00:00,Open Heels,Hector Invictus Lopez,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5452&classDate=8/17/2023&clsLoc=1
Peridance,14:30:00,Adv Contemp,Brice Mousset (2),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=5523&classDate=8/17/2023&clsLoc=1
Peridance,14:30:00,Int Choreo,Tomoko Ishikawa,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5600&classDate=8/17/2023&clsLoc=1
Peridance,16:00:00,Open Ballet/Pointe,Dianna Warren,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=5948&classDate=8/17/2023&clsLoc=1
Peridance,16:00:00,Open House,Sekou Heru,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5387&classDate=8/17/2023&clsLoc=1
Peridance,17:30:00,Adv Contemp,Mathew James,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=5426&classDate=8/17/2023&clsLoc=1
Peridance,17:30:00,Int Ballet,Greg Zane,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=5520&classDate=8/17/2023&clsLoc=1
Peridance,18:30:00,Open Afrobeats,Djoniba Mouflet,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=65&classId=6209&classDate=8/17/2023&clsLoc=1
Peridance,19:00:00,Adv Choreo,Bo Park,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5396&classDate=8/17/2023&clsLoc=1
Peridance,19:00:00,Beg Contemp Jazz,Jeffrey Gugliotti,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=51&classId=5610&classDate=8/17/2023&clsLoc=1
Peridance,19:00:00,Int Contemp,Cancelled Today,none
Peridance,19:15:00,Int Hip Hop,Iron Bryan,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5449&classDate=8/17/2023&clsLoc=1
Peridance,20:00:00,Open Old Way Vogue,Paris Hairston (3),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5835&classDate=8/17/2023&clsLoc=1
Peridance,20:30:00,Open Dance Dialogue Session,Sekou Heru,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=61&classId=6477&classDate=8/17/2023&clsLoc=1
