Studio,Start time,Classes,Instructor,Sign up
Steps,10:30:00,Adv Ballet,Averty,none
Steps,11:00:00,Adv/Int Ballet,"Goldman, N.",none
Steps,11:30:00,Beg Ballet,"Supan, L.",none
Steps,12:45:00,Int Ballet,Cave,none
Steps,14:30:00,Int Ballet,Gelinas,none
Steps,11:15:00,Adv/Beg Contemp,"Edward, C.",none
Steps,12:15:00,Int Contemp Jazz,Blandino,none
Steps,13:00:00,Beg Jazz,Gerson,none
Steps,15:00:00,Int Jazz,Mathes,none
Steps,15:00:00,Adv/Beg Contemp Modern,"Reed, B.",none
Steps,13:00:00,Beg Hip Hop,"Mitchell, A.",none
Steps,12:00:00,Open Level Yoga,Cancelled Today,none
Steps,14:30:00,Basic Swing Dance,McDaniel,none
Steps,17:00:00,Absolute Beg Swing,McDaniel,none
Steps,12:30:00,Adv/Beg Tap,Galganni,none
Steps,14:45:00,Beg Tap,Ponza,none
Steps,16:30:00,Int Broadway Tap,Brians,none
Steps,12:45:00,Int Theater Jazz,Resavy,none
Steps,14:00:00,Adv/Beg Theater Jazz,Biagini,none
Steps,15:30:00,Adv/Int Classic Theater Jazz,Moore,none
Steps,15:30:00,Beg Flamenco,Basava (1),none
