Studio,Start time,,Classes,Teacher,Location,Duration
Steps on Broadway,1:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=114&classId=2147089462&classDate=5/7/2024&clsLoc=1,Virtual 2-Hour Class: Adv/Int Theater Jazz,Jessica Lee Goldyn,Steps on Broadway,2 hours
Steps on Broadway,8:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=114&classId=2147089567&classDate=5/7/2024&clsLoc=1,Virtual Spotlight: Int/Adv Latin Jazz Fusion,Sekou McMiller,Steps on Broadway,2 hours
Steps on Broadway,9:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082818&classDate=5/7/2024&clsLoc=1,Virtual 90 Int Ballet,Jen Kreichman (1),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,9:45 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147083045&classDate=5/7/2024&clsLoc=1,Virtual 90 Int/Adv Pro Ballet,Heather Hawk,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,10:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147083046&classDate=5/7/2024&clsLoc=1,Virtual 90 Adv Pro Ballet,Maxim Beloserkovsky,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,10:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082346&classDate=5/7/2024&clsLoc=1,Virtual 90 Rommett Floor Barre,Marguerite Wesley,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084562&classDate=5/7/2024&clsLoc=1,Virtual 90 Adv/Beg Ballet,Temple Kemezis,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147083038&classDate=5/7/2024&clsLoc=1,Virtual 90 Adv Pro Ballet,Nancy Bielski,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,1:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147083048&classDate=5/7/2024&clsLoc=1,Virtual 90 Int Ballet,Noriko Hara,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,2:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147088744&classDate=5/7/2024&clsLoc=1,Virtual 90 Int/Adv Ballet,Elisa Clark,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,5:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147085313&classDate=5/7/2024&clsLoc=1,Virtual 90 Adv/Int Ballet,Espen Giljane,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,6:45 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147083050&classDate=5/7/2024&clsLoc=1,Virtual 90 Beg/Int Ballet,Heather Hawk,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,7:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147089907&classDate=5/7/2024&clsLoc=1,Virtual 90 Int/Adv Contemporary Ballet,Laura Kaufman,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,10:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147089121&classDate=5/7/2024&clsLoc=1,Virtual 90 Beg Contemporary,Emily Bufferd,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,12:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147087999&classDate=5/7/2024&clsLoc=1,Virtual 90 Int Contemporary,Elisabetta Minutoli,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,3:15 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147089658&classDate=5/7/2024&clsLoc=1,Virtual 90 Adv/Int Contemporary Jazz,Chris Jarosz,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,8:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147088279&classDate=5/7/2024&clsLoc=1,Virtual 90 Int/Adv Contemporary,Jakob Karr (2),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,2:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147088074&classDate=5/7/2024&clsLoc=1,Virtual 90 Int Jazz Across the Floor,Cori Jo Swanson,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,3:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084788&classDate=5/7/2024&clsLoc=1,Virtual 90 Adv/Int Jazz,Debbie Roshe,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,4:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147088623&classDate=5/7/2024&clsLoc=1,Virtual 90 Int Jazz,Matthew Lynady,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,5:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147088622&classDate=5/7/2024&clsLoc=1,Virtual 90 Beg/Int Commercial Jazz,Daniel Gold,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,8:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147083820&classDate=5/7/2024&clsLoc=1,Virtual 90 Open Street Styles,Caleb Smith,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,8:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147088601&classDate=5/7/2024&clsLoc=1,Virtual 90 Open Heels,Courtney Sauls,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,12:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=90&classId=2147089644&classDate=5/7/2024&clsLoc=1,Virtual 60 Open Pilates,Laura Shapiro,Steps on Broadway,1 hour
Steps on Broadway,3:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=90&classId=2147083133&classDate=5/7/2024&clsLoc=1,Virtual 60 Pilates Mat,Diarra Cummings,Steps on Broadway,1 hour
Steps on Broadway,7:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=90&classId=2147084480&classDate=5/7/2024&clsLoc=1,Virtual 60 Cardio Dance,Motique Ashleigh,Steps on Broadway,1 hour
Steps on Broadway,7:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=90&classId=2147087339&classDate=5/7/2024&clsLoc=1,Virtual 60 Adv/Beg Swing,Spencer Weisbond,Steps on Broadway,1 hour
Steps on Broadway,11:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084705&classDate=5/7/2024&clsLoc=1,Virtual 90 Adv/Beg Broadway Tap,Andrew Black,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,12:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082348&classDate=5/7/2024&clsLoc=1,Virtual 90 Int Tap,Christina Carminucci,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,12:45 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084706&classDate=5/7/2024&clsLoc=1,Virtual 90 Beg Broadway Tap,Andrew Black,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,1:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147089661&classDate=5/7/2024&clsLoc=1,Virtual 90 Beg Tap,Jenai Cutcher,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,2:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147083919&classDate=5/7/2024&clsLoc=1,Virtual 90 Adv/Beg Tap,Alexander MacDonald,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,5:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082996&classDate=5/7/2024&clsLoc=1,Virtual 90 Int Tap,Alexander MacDonald,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,6:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147085049&classDate=5/7/2024&clsLoc=1,Virtual 90 Beg Broadway Tap,Oren Korenblum (3),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,7:15 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082371&classDate=5/7/2024&clsLoc=1,Virtual 90 Adv Tap,Christina Carminucci,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147088451&classDate=5/7/2024&clsLoc=1,Virtual 90 Adv/Beg Theater Jazz,Rachel Leigh Dolan,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:45 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147089435&classDate=5/7/2024&clsLoc=1,Virtual 90 Adv/Int Theater Jazz,Charlie Sutton,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,1:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147088617&classDate=5/7/2024&clsLoc=1,Virtual 90 Int Classic Theater Jazz,Dana Moore,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,4:45 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084662&classDate=5/7/2024&clsLoc=1,Virtual 90 Adv/Int Theater Jazz,Dylan Pearce (4),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,6:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147087816&classDate=5/7/2024&clsLoc=1,Virtual 90 Adv/Beg Theater Jazz,Lisa Biagini,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,7:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082370&classDate=5/7/2024&clsLoc=1,Virtual 90 Open Afro Brazilian,Janete Silva,Steps on Broadway,1 hour &30 minutes
