Studio,Time,Classes,Instructor,Sign up,Date,Style
Ballet Arts,09:00:00,Pilates / Stretch,Charmaine Trotman-Shumantov,none,2023-10-14,Additional Disciplines
Peridance,09:00:00,Beg Ballet,Bivi Kimura,none,2023-10-14,Ballet
Mark Morris,09:00:00,Pilates Flow,Joy-Marie *Thomspon (11),none,2023-10-14,Additional Disciplines
Steps,09:30:00,Adv/Beg Ballet,"Sims, L.",none,2023-10-14,Ballet
Steps,09:45:00,Int/Adv Pro Ballet,Lawrence (1),none,2023-10-14,Ballet
Ailey,10:00:00,Abs Beg Ballet,Dawn Hillen,none,2023-10-14,Ballet
Mark Morris,10:00:00,Beg Ballet,Cara Surico,none,2023-10-14,Ballet
BAE,10:00:00,Mat Pilates Class,Courtney Conner,none,2023-10-14,Additional Disciplines
Ailey,10:00:00,Masala Bhangra,Sarina Jain,none,2023-10-14,World
Peridance,10:30:00,Int Ballet,Graciela Kozak,none,2023-10-14,Ballet
Gibney,10:30:00,Int/Adv Beg Ballet,Kat Wildish,none,2023-10-14,Ballet
Gibney,10:30:00,Beg Simonson,Leann Gioia,none,2023-10-14,Additional Disciplines
Gibney,10:30:00,Gaga/People At 280,Doron Perk,none,2023-10-14,Contemporary/Modern
Peridance,10:30:00,Beg Contemp,Bo Kyung Lee,none,2023-10-14,Contemporary/Modern
Steps,11:00:00,Adv Pro Ballet,Beloserkovsky,none,2023-10-14,Ballet
BAE,11:00:00,Beg Ballet,Stephanie Rae Williams,none,2023-10-14,Ballet
Steps,11:00:00,Int Tap,Kameda (3),none,2023-10-14,Tap
Ballet Arts,11:00:00,Int Ballet,Simon Kazantsev,none,2023-10-14,Ballet
Ailey,11:15:00,Zumba Fitness,Will Negrillo,none,2023-10-14,Additional Disciplines
Steps,11:30:00,Rommett Floor Barre,Wesley,none,2023-10-14,Ballet
SassClass,11:30:00,Sultry Street Jazz,Sofia,none,2023-10-14,Street/Choreography
Steps,11:30:00,Adv/Int Ballet,Saund,none,2023-10-14,Ballet
SassClass,11:35:00,Sexy Stilettos,Kiersten,none,2023-10-14,Street/Choreography
Gibney,12:00:00,Pointe,Kat Wildish,none,2023-10-14,Ballet
Gibney,12:00:00,Embodiment Through Dance Movement Therapy At 280,Giulia Carotenuto,none,2023-10-14,Additional Disciplines
Peridance,12:00:00,Beg House,Huu Rock,none,2023-10-14,Street/Choreography
BDC,12:00:00,Basic Ballet,Jessica Epting,none,2023-10-14,Ballet
PMT,12:00:00,Basic Ballet Barre,Shauna Sloms,none,2023-10-14,Ballet
Gibney,12:00:00,Countertechnique,Maggie Costales,none,2023-10-14,Additional Disciplines
Peridance,12:00:00,Int Ballet,François Perron,none,2023-10-14,Ballet
Steps,12:00:00,Basic Tap,Scrivens (4),none,2023-10-14,Tap
Peridance,12:00:00,Intro & Beg Salsa Partnering,Baila Society,none,2023-10-14,World
Steps,12:00:00,Beg Jazz,Bufferd,none,2023-10-14,Jazz
Gibney,12:00:00,Simonson Jazz,Cancelled Today,none,2023-10-14,Jazz
Cumbe,12:00:00,Dunham Jazz D4J,Candice Michelle Franklin,none,2023-10-14,Contemporary/Modern
Mark Morris,12:15:00,Beg Contemp,Andrea *Murillo,none,2023-10-14,Contemporary/Modern
Ballet Arts,12:30:00,Adv Beg Ballet,Noriko Hara,none,2023-10-14,Ballet
Ailey,12:30:00,Beg Horton,Cheryl Rowley-Gaskins,none,2023-10-14,Contemporary/Modern
Peridance,12:30:00,Open Afrobeats,Djoniba Mouflet,none,2023-10-14,World
BAE,12:30:00,Intro To Ballet,Julie Voshell,none,2023-10-14,Ballet
ILD Queens,12:30:00,Baggy Jeans | Nct U Part 2,Cancelled Today,none,2023-10-14,Additional Disciplines
SassClass,12:45:00,Sexy Stilettos,Kiersten,none,2023-10-14,Street/Choreography
Steps,12:45:00,Adv/Beg Modern/Horton,Maffei,none,2023-10-14,Contemporary/Modern
Steps,12:45:00,Beg Ballet,Kemezis,none,2023-10-14,Ballet
Steps,12:45:00,Beg Tap,Ikegaya,none,2023-10-14,Tap
PMT,13:00:00,Adv. Beg. Hip Hop,Mini Zhang,none,2023-10-14,Street/Choreography
PMT,13:00:00,Basic Hip Hop,Andy Needham,none,2023-10-14,Street/Choreography
Steps,13:15:00,Int Ballet,Loh (2),none,2023-10-14,Ballet
Steps,13:15:00,Pilates Mat,Cummings,none,2023-10-14,Additional Disciplines
Peridance,13:30:00,Open Dancehall,Korie Genius,none,2023-10-14,World
Peridance,13:30:00,Intro & Beg Salsa Partnering,Baila Society,none,2023-10-14,World
Peridance,13:30:00,Int Contemp,Jana Hicks,none,2023-10-14,Contemporary/Modern
Peridance,13:30:00,Int Jazz,Danielle Diniz (1),none,2023-10-14,Jazz
ILD Queens,14:00:00,Do Not Touch | Misamo Part 2,Cancelled Today,none,2023-10-14,Additional Disciplines
SassClass,14:00:00,Chairography,Tony,none,2023-10-14,Street/Choreography
Peridance,14:00:00,Beg African,Djoniba Mouflet,none,2023-10-14,World
BAE,14:00:00,Int Ballet,Sean Kelly,none,2023-10-14,Ballet
Cumbe,14:00:00,Sabar + Kutiro,Ousmane Sall,none,2023-10-14,World
Ailey,14:00:00,Beg Hip-Hop,Jonathan Lee,none,2023-10-14,Street/Choreography
BDC,14:00:00,Adv Beg Jazz Fusion,Michelle Barber,none,2023-10-14,Street/Choreography
Ballet Arts,14:30:00,Open Level Ballet,Yuka Kawazu,none,2023-10-14,Ballet
Modega,14:30:00,All Levels Popping,Castro,https://sutrapro.com/modega/checkout/fqIVp0Dd395ricZdevNZ,2023-10-14,Street/Choreography
PMT,14:30:00,Adv. Beg. Choreo,Youran Lee,none,2023-10-14,Street/Choreography
Steps,14:30:00,Adv/Int Theater Jazz,Leggio,none,2023-10-14,Theater
Steps,14:30:00,Int/Adv Broadway Tap,Wockenfuss,none,2023-10-14,Tap
PMT,14:30:00,Open Popping,Big Mike,none,2023-10-14,Street/Choreography
Ailey,14:30:00,Beg Limón,Becky Brown,none,2023-10-14,Contemporary/Modern
BAE,14:30:00,Adv Beg Ballet,Julie Voshell,none,2023-10-14,Ballet
Peridance,15:00:00,Int Choreo,Bo Belza,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6758&classDate=10/14/2023&clsLoc=1,2023-10-14,Street/Choreography
Steps,15:00:00,Int Jazz,Pierlon,none,2023-10-14,Jazz
Mark Morris,15:00:00,Afro-Caribbean Dance & Movement,Patricia Hall,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=128&classId=5550&classDate=10/14/2023&clsLoc=1,2023-10-14,World
Peridance,15:00:00,Adv Contemp,Mathew James,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=5427&classDate=10/14/2023&clsLoc=1,2023-10-14,Contemporary/Modern
Peridance,15:00:00,Beg Ballet,Julia Gleich,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6269&classDate=10/14/2023&clsLoc=1,2023-10-14,Ballet
Ailey,15:30:00,Adv Beg Ny Style Mambo,Katherine Jimenez,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146825460&classDate=10/14/2023&clsLoc=1,2023-10-14,World
Ailey,15:30:00,Abs Beg Hip-Hop,Robin Dunn,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146825221&classDate=10/14/2023&clsLoc=1,2023-10-14,Street/Choreography
Ailey,15:30:00,Beg Ballet,Ronald Alexander,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146824653&classDate=10/14/2023&clsLoc=1,2023-10-14,Ballet
Peridance,15:30:00,Adv African,Maguette Camara,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=65&classId=5683&classDate=10/14/2023&clsLoc=1,2023-10-14,World
BAE,15:30:00,Basic Beg Ballet,Sean Kelly,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7950&classDate=10/14/2023&clsLoc=1,2023-10-14,Ballet
Steps,15:30:00,Int Theater Jazz,Darlington (5),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085634&classDate=10/14/2023&clsLoc=1,2023-10-14,Theater
BDC,15:30:00,Int Jazz Fusion,Michelle Barber,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18128&classDate=10/14/2023&clsLoc=1,2023-10-14,Street/Choreography
BAE,16:00:00,Pointe Class,Julie Voshell,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7921&classDate=10/14/2023&clsLoc=1,2023-10-14,Ballet
PMT,16:10:00,Adv. Beg. Breaking,Bboy Cuong,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=59&classId=3410&classDate=10/14/2023&clsLoc=1,2023-10-14,Street/Choreography
PMT,16:10:00,Adv. Beg. Choreo,Cancelled Today,none,2023-10-14,Street/Choreography
Steps,16:15:00,Int/Adv Contemp,Guy,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=89&classId=2147088057&classDate=10/14/2023&clsLoc=1,2023-10-14,Contemporary/Modern
Steps,16:15:00,Adv/Beg Tap,MacDonald,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085631&classDate=10/14/2023&clsLoc=1,2023-10-14,Tap
Cumbe,16:30:00,Compas/Kompa Dance All Levels,Julio Jean & Robenson Mathurin,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=4179&classDate=10/14/2023&clsLoc=1,2023-10-14,Additional Disciplines
Peridance,16:30:00,Open New Style Hustle,Cancelled Today,none,2023-10-14,Street/Choreography
Peridance,16:30:00,"""The Vocab!"" Street Style Choreo",Kia __ (2),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6773&classDate=10/14/2023&clsLoc=1,2023-10-14,Street/Choreography
BDC,16:30:00,Basic Tap,Yuka Kameda,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18473&classDate=10/14/2023&clsLoc=1,2023-10-14,Tap
Steps,16:45:00,Int/Adv Latin Fusion,"Salgado, L.",https://clients.mindbodyonline.com/ASP/res_a.asp?tg=89&classId=2147088067&classDate=10/14/2023&clsLoc=1,2023-10-14,Street/Choreography
BDC,17:00:00,Beg Ballet,Erica Ratkovicz,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18214&classDate=10/14/2023&clsLoc=1,2023-10-14,Ballet
Peridance,17:00:00,Open Brazilian Samba,Cecilia Lero,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=65&classId=6313&classDate=10/14/2023&clsLoc=1,2023-10-14,World
BDC,17:00:00,Adv Beg Jazz Funk,J Lyn Thomas (1),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18163&classDate=10/14/2023&clsLoc=1,2023-10-14,Street/Choreography
Steps,17:15:00,Beg Hip Hop,"Smith, C.",https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085625&classDate=10/14/2023&clsLoc=1,2023-10-14,Street/Choreography
PMT,17:40:00,Open Heels,Sophia Marrapodi,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=59&classId=3411&classDate=10/14/2023&clsLoc=1,2023-10-14,Street/Choreography
Steps,18:00:00,Adv/Int Tap,MacDonald,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085632&classDate=10/14/2023&clsLoc=1,2023-10-14,Tap
BDC,18:00:00,All Levels Afro'Dance,Angel Kaba,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18389&classDate=10/14/2023&clsLoc=1,2023-10-14,World
BDC,18:00:00,Beg Tap,Mark Albrecht,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18334&classDate=10/14/2023&clsLoc=1,2023-10-14,Tap
Modega,18:00:00,All Levels Vogue Femme,Saki,https://sutrapro.com/modega/checkout/Dpi59WvBn0sDfdnLhAwD,2023-10-14,Street/Choreography
PJM,18:30:00,Adv Beg Choreo,Tomo,none,2023-10-14,Street/Choreography
BDC,18:30:00,Adv Beg Hip-Hop,Q,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18188&classDate=10/14/2023&clsLoc=1,2023-10-14,Street/Choreography
BDC,18:30:00,Int Theater,Matthew Steffens,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18291&classDate=10/14/2023&clsLoc=1,2023-10-14,Theater
Brickhouse,18:30:00,Choreo Int/Adv,Roy Garzon,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=113&classId=7885&classDate=10/14/2023&clsLoc=1,2023-10-14,Street/Choreography
BDC,20:00:00,Int Contemp Fusion,Dexter Da Rocha,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18460&classDate=10/14/2023&clsLoc=1,2023-10-14,Contemporary/Modern
PJM,20:00:00,Open Waacking Choreo,Yurie,none,2023-10-14,Street/Choreography
BDC,20:00:00,Int Street Jazz,Ness Martinez,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18310&classDate=10/14/2023&clsLoc=1,2023-10-14,Street/Choreography
Brickhouse,20:00:00,Adv. Choreo,Sir Gregg,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=113&classId=7873&classDate=10/14/2023&clsLoc=1,2023-10-14,Street/Choreography
