Studio,Start time,Classes,Instructor,Sign up
ILD Queens,18:00:00,Sugarcoat | Natty One Day,Eunice Shin,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=37&classId=8328&classDate=9/1/2023&clsLoc=1
ILD Queens,19:30:00,Seven | Jung Kook Part 5,Ying Dong,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=37&classId=8270&classDate=9/1/2023&clsLoc=1
