Studio,Start time,Sign up,Classes,Instructor
Modega,6:30 PM EDT • (85 min),https://sutrapro.com/modega/checkout/F3zPiM8wXceC0L38KOyI,All Levels Hip Hop,"Quilan ""Cue"" Arnold"
Modega,6:30 PM EDT • (85 min),https://sutrapro.com/modega/checkout/bYnbQkReGrmVZM9d4HD6,Beg./Adv. Beginner Choreography,Cole McNamee
Modega,8:00 PM EDT • (85 min),https://sutrapro.com/modega/checkout/k8YMUK1B6XjnQadd4sYr,Int./Adv. Choreography,CJ
Modega,8:00 PM EDT • (85 min),https://sutrapro.com/modega/checkout/TXWrABZgSHrbdaZdGDnk,Beginner Breaking,Static
Modega,9:30 PM EDT • (120 min),https://sutrapro.com/modega/checkout/GBUjdpZRYPlnZ6VLujqj,"Open ""Modega"" Session",Static
