Studio,Start time,Classes,Instructor,Sign up
ILD NYC,18:30:00,Super Shy | Newjeans Part 4,Winnie Chung,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=39&classId=8158&classDate=8/25/2023&clsLoc=1
ILD NYC,20:00:00,Shhh | Kiss Of Life Part 4,Maylin Ramos,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=39&classId=8167&classDate=8/25/2023&clsLoc=1
