Studio,Start time,,Classes,Teacher,Studio,Duration
Broadway Dance Center,9:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19274&classDate=4/7/2024&clsLoc=1,IN-PERSON: All Levels YOGA AND MEDITATION with Renata Bonar,Renata Bonar,Studio 4,1 hour &30 minutes
Broadway Dance Center,10:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19273&classDate=4/7/2024&clsLoc=1,IN-PERSON: Adv Beg BROADWAY JAZZ with Sue Samuels,Sue Samuels,Studio A,1 hour &30 minutes
Broadway Dance Center,10:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18972&classDate=4/7/2024&clsLoc=1,IN-PERSON: Beg CONTEMPORARY JAZZ with Stacie Webster,Stacie Webster,Studio 1,1 hour &30 minutes
Broadway Dance Center,12:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19348&classDate=4/7/2024&clsLoc=1,IN-PERSON: All Levels STAGE TUMBLING with Anna Gortner,Anna Gortner,Studio 2,1 hour &30 minutes
Broadway Dance Center,12:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18650&classDate=4/7/2024&clsLoc=1,IN-PERSON: Beg BROADWAY TAP with Deanna Doyle,Deanna Doyle,Studio B,1 hour &30 minutes
Broadway Dance Center,1:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19385&classDate=4/7/2024&clsLoc=1,IN-PERSON: Adv Beg REGGAETON with David Machicado,David Machicado,Studio 2,1 hour &30 minutes
Broadway Dance Center,1:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19258&classDate=4/7/2024&clsLoc=1,IN-PERSON: Beg JAZZ with Heather Rigg,Heather Rigg,Studio A,1 hour &30 minutes
Broadway Dance Center,3:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19193&classDate=4/7/2024&clsLoc=1,IN-PERSON: Adv Beg JAZZ FUNK with Chio,Chio,Studio A,1 hour &30 minutes
Broadway Dance Center,3:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18702&classDate=4/7/2024&clsLoc=1,IN-PERSON: Basic BALLET with Deanna Doyle,Deanna Doyle,Studio 1,1 hour &30 minutes
Broadway Dance Center,3:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19430&classDate=4/7/2024&clsLoc=1,IN-PERSON: Beg CONTEMPORARY with Elodie Dufroux,Elodie Dufroux,Studio 2,1 hour &30 minutes
Broadway Dance Center,4:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19092&classDate=4/7/2024&clsLoc=1,IN-PERSON: Adv Beg CONTEMPORARY with Alex Mitchell,Alex Mitchell,Studio 2,1 hour &30 minutes
Broadway Dance Center,4:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18830&classDate=4/7/2024&clsLoc=1,IN-PERSON: Basic HIP-HOP with Q,Q,Studio 1,1 hour &30 minutes
Broadway Dance Center,4:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18288&classDate=4/7/2024&clsLoc=1,IN-PERSON: Beg TAP with Sheila Pomroy,Sheila Pomroy,Studio B,1 hour &30 minutes
Broadway Dance Center,6:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19126&classDate=4/7/2024&clsLoc=1,IN-PERSON: Int Adv CONTEMPORARY with Gina Menichino,Gina Menichino,Studio A,1 hour &30 minutes
Broadway Dance Center,9:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18951&classDate=4/7/2024&clsLoc=1,IN-PERSON: Int LYRICAL with Emily Bufferd,Emily Bufferd,Studio A,1 hour &30 minutes
Broadway Dance Center,10:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19277&classDate=4/7/2024&clsLoc=1,IN-PERSON: Beg BALLET with Joy Karley,Joy Karley,Studio 4,1 hour &30 minutes
Broadway Dance Center,10:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18781&classDate=4/7/2024&clsLoc=1,IN-PERSON: Int Adv THEATER TAP with Luke Hawkins,Luke Hawkins,Studio B,1 hour &30 minutes
Broadway Dance Center,12:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19257&classDate=4/7/2024&clsLoc=1,IN-PERSON: Basic JAZZ with Heather Rigg,Heather Rigg,Studio A,1 hour &30 minutes
Broadway Dance Center,12:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18863&classDate=4/7/2024&clsLoc=1,IN-PERSON: Int Adv THEATER with Karla Puno Garcia,Karla Puno Garcia,Studio 1,1 hour &30 minutes
Broadway Dance Center,1:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18222&classDate=4/7/2024&clsLoc=1,IN-PERSON: Adv Beg TAP with Doug Shankman,Doug Shankman,Studio B,1 hour &30 minutes
Broadway Dance Center,1:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19170&classDate=4/7/2024&clsLoc=1,IN-PERSON: Beg STREET JAZZ with Carlos Neto,Carlos Neto,Studio 1,1 hour &30 minutes
Broadway Dance Center,3:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19429&classDate=4/7/2024&clsLoc=1,IN-PERSON: Adv Beg JAZZ with Adam Wedesky,Daniel Booda (1),Studio 4,1 hour &30 minutes
Broadway Dance Center,3:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18287&classDate=4/7/2024&clsLoc=1,IN-PERSON: Basic TAP with Sheila Pomroy,Sheila Pomroy,Studio B,1 hour &30 minutes
Broadway Dance Center,4:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18861&classDate=4/7/2024&clsLoc=1,IN-PERSON: Adv Beg BALLET with Eureka Nakano Grimes,Eureka Nakano Grimes,Studio A,1 hour &30 minutes
Broadway Dance Center,4:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19231&classDate=4/7/2024&clsLoc=1,IN-PERSON: Basic HEELS with Courtney Sauls,Courtney Sauls,Studio 5,1 hour &30 minutes
Broadway Dance Center,4:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19397&classDate=4/7/2024&clsLoc=1,IN-PERSON: Beg Jumps and Turns with Ashley Lynne King,Ashley Lynne King,Studio 4,1 hour &30 minutes
Broadway Dance Center,6:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18896&classDate=4/7/2024&clsLoc=1,IN-PERSON: All Levels TUTTING with Billy Cohen,Billy Cohen,Studio 2,1 hour &30 minutes
Broadway Dance Center,6:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18341&classDate=4/7/2024&clsLoc=1,IN-PERSON: Int Adv TAP with Dario Natarelli,Robbie Ryser (2),Studio B,1 hour &30 minutes
