Studio,Start time,,Classes,Teacher,Pianist,Room,Duration
Ballet Academy East,10:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7983&classDate=4/7/2024&clsLoc=1,IN-STUDIO Advanced Beginner Ballet,Ginger Thatcher,none,Studio 6,1 hour &30 minutes
Ballet Academy East,11:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=8001&classDate=4/7/2024&clsLoc=1,IN-STUDIO Intermediate Ballet,Ginger Thatcher,none,Studio 6,1 hour &30 minutes
Ballet Academy East,12:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=8044&classDate=4/7/2024&clsLoc=1,IN-STUDIO Introduction to Ballet,Lorna Zawacki,none,none,1 hour &30 minutes
Ballet Academy East,12:00 pm EDT,none,IN-STUDIO Mat Pilates Class,Cancelled Today,none,none,1 hour
Ballet Academy East,1:00 pm EDT,none,IN-STUDIO Pointe Class,Cancelled Today,none,none,1 hour
Ballet Academy East,1:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7951&classDate=4/7/2024&clsLoc=1,IN-STUDIO Basic Beginner Ballet,Sean Kelly,none,Studio 6,1 hour &30 minutes
Ballet Academy East,1:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=8045&classDate=4/7/2024&clsLoc=1,IN-STUDIO Beginner Ballet,Lorna Zawacki,none,none,1 hour &30 minutes
Ballet Academy East,2:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=8002&classDate=4/7/2024&clsLoc=1,IN-STUDIO Intermediate Ballet,Sean Kelly,none,Studio 6,1 hour &30 minutes
