Studio,Start time,,Classes,Teacher,Pianist,Room,Duration
Ballet Academy East,11:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=7920&classDate=3/7/2024&clsLoc=1,LIVE-STREAM Floor Barre,Hope Ruth,none,none,1 hour
Ballet Academy East,12:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=7968&classDate=3/7/2024&clsLoc=1,LIVE-STREAM Beginner Ballet,Hope Ruth,none,none,1 hour &30 minutes
Ballet Academy East,12:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=7924&classDate=3/7/2024&clsLoc=1,VIRTUAL Basic Beginner/Beginner Ballet,Ginger Thatcher (4),none,none,1 hour &15 minutes
Ballet Academy East,6:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=8012&classDate=3/7/2024&clsLoc=1,VIRTUAL Basic Beginner/Beginner Ballet,Roni Mahler,none,none,1 hour &15 minutes
