Studio,Time,Classes,Instructor,Sign up,Date,Style
BDC,09:00:00,All Levels Yoga And Meditation,Renata Bonar,none,2023-11-26,Additional Disciplines
BDC,09:00:00,Adv Beg Lyrical,Emily Bufferd,none,2023-11-26,Contemporary/Modern
Ballet Arts,09:30:00,Adv Beg Ballet,Yumiko Niimi,none,2023-11-26,Ballet
Ailey,10:00:00,Beg Ballet,Anna Lederfeind,none,2023-11-26,Ballet
Ailey,10:00:00,Zumba Fitness,Tatiana Maya,none,2023-11-26,Additional Disciplines
BDC,10:30:00,Adv Beg Tap,Nicole Billow,none,2023-11-26,Tap
BDC,10:30:00,Int Contemp Jazz,Ashley Lynne King,none,2023-11-26,Contemporary/Modern
BDC,10:30:00,Beg Ballet,Joy Karley,none,2023-11-26,Ballet
BDC,10:30:00,Beg Theater,Canceled Today,none,2023-11-26,Theater
BDC,10:30:00,Adv Beg Broadway Jazz,Sue Samuels,none,2023-11-26,Theater
Ballet Arts,11:00:00,Int Ballet,Simon Kazantsev,none,2023-11-26,Ballet
Ailey,11:00:00,Pilates Fusion,Olivia Bowman-Jackson,none,2023-11-26,Street/Choreography
BDC,12:00:00,Int Lyrical,Shannon Atkins,none,2023-11-26,Contemporary/Modern
Ailey,12:00:00,Adv Beg Contemp,Cancelled Today,none,2023-11-26,Contemporary/Modern
BDC,12:00:00,Beg Tap,Avital Asuleen,none,2023-11-26,Tap
BDC,12:00:00,Basic Jazz,Joey Tierno (1),none,2023-11-26,Jazz
BDC,12:00:00,Int Adv Theater,Karla Puno Garcia,none,2023-11-26,Theater
BDC,12:00:00,Adv Beg Ballet,Canceled Today,none,2023-11-26,Ballet
PJM,12:30:00,Open Kpop,Lesley,none,2023-11-26,Additional Disciplines
Ballet Arts,12:30:00,Int Ballet,Noriko Hara,none,2023-11-26,Ballet
Ailey,13:00:00,Abs Beg Hip-Hop,Aaron Thomas,none,2023-11-26,Street/Choreography
Ailey,13:00:00,Modern Afro-Cuban,Noibis Licea,none,2023-11-26,Contemporary/Modern
BDC,13:30:00,Adv Beg Tap,Sheila Pomroy (2),none,2023-11-26,Tap
Ailey,13:30:00,Beg Horton,Linda Celeste Sims,none,2023-11-26,Contemporary/Modern
BDC,13:30:00,Beg Jazz,Joey Tierno (3),none,2023-11-26,Jazz
BDC,13:30:00,Int Ballet,Luis Villar (5),none,2023-11-26,Ballet
BDC,13:30:00,Int Adv Theater,Harry Francis,none,2023-11-26,Theater
BDC,13:30:00,Beg Street Jazz,Elodie Dufroux (4),none,2023-11-26,Street/Choreography
Ailey,14:00:00,Beg Hip-Hop,TweetBoogie,none,2023-11-26,Street/Choreography
Ailey,14:00:00,Beg Contemp,Shaina McGregor,none,2023-11-26,Contemporary/Modern
Ballet Arts,14:00:00,Pointe Class 1 Hour,Noriko Hara,none,2023-11-26,Ballet
PJM,14:00:00,Beg Street Jazz,Mini Zhang,none,2023-11-26,Street/Choreography
Modega,14:30:00,Int Choreo,Ishita Mili,https://sutrapro.com/modega/checkout/eOW8upxnphxlfi995OsA,2023-11-26,Street/Choreography
BDC,15:00:00,Basic Tap,Sheila Pomroy,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18287&classDate=11/26/2023&clsLoc=1,2023-11-26,Tap
Ailey,15:00:00,Beg West African,Vado Diomande,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146824745&classDate=11/26/2023&clsLoc=1,2023-11-26,World
BDC,15:00:00,Int Adv Jazz Technique,Harry Francis,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18605&classDate=11/26/2023&clsLoc=1,2023-11-26,Jazz
Ailey,15:00:00,Afro'Dance,Angel Kaba,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146824715&classDate=11/26/2023&clsLoc=1,2023-11-26,World
BDC,15:00:00,Beg Contemp,Elodie Dufroux,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18356&classDate=11/26/2023&clsLoc=1,2023-11-26,Contemporary/Modern
Ballet Arts,15:00:00,Adv Beg Ballet,Kenny Larson,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=2284&classDate=11/26/2023&clsLoc=1,2023-11-26,Ballet
BDC,15:00:00,Basic Ballet,Deanna Doyle,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18233&classDate=11/26/2023&clsLoc=1,2023-11-26,Ballet
BDC,15:00:00,Adv Beg Jazz Funk,Chio,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18164&classDate=11/26/2023&clsLoc=1,2023-11-26,Street/Choreography
Modega,15:30:00,Beg Jersey Club,E Skilllz,https://sutrapro.com/modega/checkout/moEYSnvwbjnXHe0IFljM,2023-11-26,Street/Choreography
BDC,16:30:00,Basic Heels,Sissa Strain (6),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18298&classDate=11/26/2023&clsLoc=1,2023-11-26,Street/Choreography
BDC,16:30:00,Basic Hip-Hop,Chris Palacio (7),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18186&classDate=11/26/2023&clsLoc=1,2023-11-26,Street/Choreography
Ballet Arts,16:30:00,Missing Link Series,Richard Marsden,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=2399&classDate=11/26/2023&clsLoc=1,2023-11-26,Additional Disciplines
BDC,16:30:00,Beg Tap,Sheila Pomroy,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18288&classDate=11/26/2023&clsLoc=1,2023-11-26,Tap
BDC,16:30:00,Adv Beg Ballet,Eureka Nakano Grimes,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18347&classDate=11/26/2023&clsLoc=1,2023-11-26,Ballet
BDC,16:30:00,Int Contemp,Alex Mitchell,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18601&classDate=11/26/2023&clsLoc=1,2023-11-26,Contemporary/Modern
Modega,17:00:00,Beg./Adv. Beg. House,Hanying Ji,https://sutrapro.com/modega/checkout/F9oLkYN1DAy53a8Ut5ga,2023-11-26,Street/Choreography
BDC,18:00:00,All Levels Tutting,Billy Cohen,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18129&classDate=11/26/2023&clsLoc=1,2023-11-26,Street/Choreography
BDC,18:00:00,Adv Beg Jazz,Tracie Stanfield,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18628&classDate=11/26/2023&clsLoc=1,2023-11-26,Jazz
BDC,18:00:00,Beg Heels,Mishay Petronelli,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18652&classDate=11/26/2023&clsLoc=1,2023-11-26,Street/Choreography
BDC,18:00:00,Int Adv Tap,Dario Natarelli,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18341&classDate=11/26/2023&clsLoc=1,2023-11-26,Tap
BDC,18:00:00,Adv Beg Contemp,Alexa Luke (8),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18253&classDate=11/26/2023&clsLoc=1,2023-11-26,Contemporary/Modern
Modega,18:30:00,Adv. Beg/Int.Choreo,Youran Lee,https://sutrapro.com/modega/checkout/rQl1cMjyMR2goOh4hmLS,2023-11-26,Street/Choreography
