Studio,Start time,,Classes,Teacher,Duration
Cumbe Dance Center,7:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=4003&classDate=4/18/2024&clsLoc=1,Chicago Style Steppin' [All Levels],NY Chicago Style Steppers,1 hour &30 minutes
