Studio,Start time,Sign up,Classes,Instructor
Modega,6:30 PM EDT • (85 min),https://sutrapro.com/modega/checkout/raCJ0Cgi9uymD1uSULOc,All Levels Flexn,Cal Hunt
Modega,6:30 PM EDT • (85 min),https://sutrapro.com/modega/checkout/uC6cpwxrASisiNOA4zxY,Beg/Adv. Beg. Street Styles Choreography,Amy Gatewood
Modega,8:00 PM EDT • (85 min),https://sutrapro.com/modega/checkout/1OYDFtU09860BAngF1pO,All Levels JerZ,E Skilllz
Modega,8:00 PM EDT • (85 min),https://sutrapro.com/modega/checkout/l8h0dXRpH9dQ8bOfuDZ4,Int./Adv. Choreography,John John Tarrayo
Modega,9:30 PM EDT • (120 min),https://sutrapro.com/modega/checkout/iJt1KWwF6jl138xK4QJC,"""Every Thursday"" Open Freestyle Session","8-Legx & CJ & Darien Van Rensalier & Paco ""Hopskotch"" Valencia & E Skilllz"
