Studio,Start time,Sign up,Classes,Teacher,Pianist,Room,Duration
Ballet Academy East,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7854&classDate=8/20/2023&clsLoc=1,IN-STUDIO Advanced Beginner Ballet,Ginger Thatcher,none,Studio 2,1 hour & 30 minutes
Ballet Academy East,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7819&classDate=8/20/2023&clsLoc=1,IN-STUDIO Sculpt Tone,Elizabeth Portnoy,none,Studio 4,1 hour
Ballet Academy East,10:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7839&classDate=8/20/2023&clsLoc=1,IN-STUDIO Beginner Ballet,Brigid Boden,none,Studio 5,1 hour & 30 minutes
Ballet Academy East,11:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7807&classDate=8/20/2023&clsLoc=1,IN-STUDIO Introduction to Ballet,Elizabeth Portnoy,none,Studio 4,1 hour & 30 minutes
Ballet Academy East,11:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7878&classDate=8/20/2023&clsLoc=1,IN-STUDIO Intermediate Ballet,Ginger Thatcher,none,Studio 2,1 hour & 30 minutes
Ballet Academy East,12:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7832&classDate=8/20/2023&clsLoc=1,IN-STUDIO Basic Beginner Ballet,Brigid Boden,none,Studio 5,1 hour & 30 minutes
Ballet Academy East,1:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7882&classDate=8/20/2023&clsLoc=1,IN-STUDIO Pointe Class,Ginger Thatcher,none,Studio 2,1 hour
