Cumbe Dance Center,12:00pm,West African Guinean Dance Beg Level,Dashawn Boykin (1),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=72&classId=4015&classDate=8/13/2023&clsLoc=1
Peridance,11:30am,Beg Dancehall,Korie Genius,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5476&classDate=8/13/2023&clsLoc=1
Sass Class,2:20pm,Reggaeton,Jahaira,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=715&classDate=8/13/2023&clsLoc=1
Ailey Studios,3:00pm,Beg West African,Jehan O. Young (2),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146823689&classDate=8/13/2023&clsLoc=1
Ailey Studios,3:00pm,Afro'Dance,Angel Kaba,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146823662&classDate=8/13/2023&clsLoc=1
