Studio,Time,Classes,Instructor,Sign up,Date,Style
BAE,09:00:00,Adv Beg Ballet,Shirley Bassat,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7851&classDate=8/25/2023&clsLoc=1,2023-08-25,Ballet
BAE,09:15:00,Intro To Ballet,Roni Mahler (11),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7898&classDate=8/25/2023&clsLoc=1,2023-08-25,Ballet
BAE,09:30:00,Int Ballet,Brigid Boden (12),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7896&classDate=8/25/2023&clsLoc=1,2023-08-25,Ballet
Ballet Arts,09:30:00,Rise & Ballet!,Joan Liu,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=2375&classDate=8/25/2023&clsLoc=1,2023-08-25,Ballet
Steps,09:30:00,Beg Ballet,Kemezis,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147086214&classDate=8/25/2023&clsLoc=1,2023-08-25,Ballet
BAE,09:45:00,Mat Pilates Class,Ashley Carter,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7900&classDate=8/25/2023&clsLoc=1,2023-08-25,Additional Disciplines
Steps,09:45:00,Int/Adv Pro Ballet,Fairchild (1),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087010&classDate=8/25/2023&clsLoc=1,2023-08-25,Ballet
BDC,10:00:00,Basic Contemp,Blue,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17516&classDate=8/25/2023&clsLoc=1,2023-08-25,Contemporary/Modern
Gibney 280,10:00:00,Contemp,Thryn Saxon,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12616&classDate=8/25/2023&clsLoc=1,2023-08-25,Contemporary/Modern
Gibney 280,10:00:00,Gaga/People At 280,Rotating Gaga Teachers,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12676&classDate=8/25/2023&clsLoc=1,2023-08-25,Contemporary/Modern
BDC,10:00:00,Basic Hip-Hop,AntBoogie,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17528&classDate=8/25/2023&clsLoc=1,2023-08-25,Street/Choreography
Steps,10:00:00,Adv/Int Ballet,Tyner-Bryan (2),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087011&classDate=8/25/2023&clsLoc=1,2023-08-25,Ballet
BDC,10:00:00,Adv Beg Tap,Ja'Bowen Dixon (1),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17712&classDate=8/25/2023&clsLoc=1,2023-08-25,Tap
Steps,10:00:00,Ballet Workout,Frazer (8),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087023&classDate=8/25/2023&clsLoc=1,2023-08-25,Ballet
Gibney 280,10:00:00,Ballet,Nina Goldman,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=54&classId=12611&classDate=8/25/2023&clsLoc=1,2023-08-25,Ballet
BDC,10:00:00,Basic Theater,Morgan Rose,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17511&classDate=8/25/2023&clsLoc=1,2023-08-25,Theater
Mark Morris,10:00:00,Adv Ballet,Kelly Slough,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=4992&classDate=8/25/2023&clsLoc=1,2023-08-25,Ballet
Peridance,10:00:00,Adv Ballet,Nick Korkos (1),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=5028&classDate=8/25/2023&clsLoc=1,2023-08-25,Ballet
Gibney 280,10:00:00,Klein Technique Dance/Movement Class At 280,Barbara Mahler,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=59&classId=12612&classDate=8/25/2023&clsLoc=1,2023-08-25,Additional Disciplines
Peridance,10:00:00,Int Contemp,Cancelled Today,none,2023-08-25,Contemporary/Modern
Mark Morris,10:15:00,Cunningham Technique Open Class,Alexandra Berger  (11),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=28&classId=5060&classDate=8/25/2023&clsLoc=1,2023-08-25,Contemporary/Modern
BDC,10:15:00,Stretch & Strengthen,Alyssa Click,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18210&classDate=8/25/2023&clsLoc=1,2023-08-25,Additional Disciplines
Peridance,10:30:00,Open Zena Rommett Floor-Barre,LuAnn Leonard,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=73&classId=6148&classDate=8/25/2023&clsLoc=1,2023-08-25,Ballet
BDC,10:30:00,Beg Ballet,Michele Moreno,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17520&classDate=8/25/2023&clsLoc=1,2023-08-25,Ballet
Ballet Arts,11:00:00,2-Hour Int Ballet,Kenny Larson,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=2282&classDate=8/25/2023&clsLoc=1,2023-08-25,Ballet
Steps,11:00:00,Adv/Beg Broadway Tap,Black,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085532&classDate=8/25/2023&clsLoc=1,2023-08-25,Tap
Steps,11:15:00,Adv/Beg Contemp Modern,"Reed, B.",https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085600&classDate=8/25/2023&clsLoc=1,2023-08-25,Contemporary/Modern
BAE,11:30:00,Basic Beg Ballet,Shirley Bassat,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7829&classDate=8/25/2023&clsLoc=1,2023-08-25,Ballet
Peridance,11:30:00,Beg Ballet,Yuka Kawazu,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=5375&classDate=8/25/2023&clsLoc=1,2023-08-25,Ballet
Steps,11:30:00,Adv Pro Ballet,Bielski,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087012&classDate=8/25/2023&clsLoc=1,2023-08-25,Ballet
