Studio,Start time,,Classes,Teacher,Duration
Cumbe Dance Center,12:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=64&classId=4010&classDate=12/9/2023&clsLoc=1,Online: JamDown: Caribbean Dance Fitness [All Levels],JennyJam Fitness,1 hour &15 minutes
