Studio,Time,Classes,Instructor,Sign up,Date,Style
BDC,09:00:00,Basic Contemp,Lorena Cobos,none,2024-03-26,Contemporary/Modern
BDC,09:00:00,Adv Beg Ballet,Luis Villar,none,2024-03-26,Ballet
Taylor School,09:00:00,Slow Flow Vinyasa Yoga,Erica Caruso,none,2024-03-26,Additional Disciplines
BDC,09:00:00,Basic Theater,Melodye Redding,none,2024-03-26,Theater
Steps,09:00:00,Int Ballet,Jen Kreichman (1),none,2024-03-26,Ballet
BDC,09:15:00,All Levels Yoga And Meditation,Canceled Today,none,2024-03-26,Additional Disciplines
BAE,09:15:00,Adv Beg Ballet,Shirley Bassat,none,2024-03-26,Ballet
Peridance,09:30:00,Open Ballet,Kathy Sullivan,none,2024-03-26,Ballet
ILD NJ,09:30:00,Beg Kpop,Regina Lustre,none,2024-03-26,Additional Disciplines
Steps,09:45:00,Int/Adv Pro Ballet,Heather Hawk,none,2024-03-26,Ballet
BAE,10:00:00,Basic Beg Ballet,Selina Chau,none,2024-03-26,Ballet
Gibney,10:00:00,Contemp,Kevin Pajarillaga,none,2024-03-26,Contemporary/Modern
Mark Morris,10:00:00,Adv Ballet,Sam Black *MMDG Co. Director,none,2024-03-26,Ballet
Taylor School,10:00:00,Professional Level Taylor Modern,Takehiro Ueyama (2),none,2024-03-26,Contemporary/Modern
Peridance,10:00:00,Adv Ballet,Elizabeth Ferrell,none,2024-03-26,Ballet
Peridance,10:00:00,Int Contemp Release,Cancelled Today,none,2024-03-26,Contemporary/Modern
Steps,10:00:00,Adv Pro Ballet,Maxim Beloserkovsky,none,2024-03-26,Ballet
Gibney,10:00:00,Ballet,Gilbert T Small II,none,2024-03-26,Ballet
Ailey,10:00:00,Beg Ballet,Ronald Alexander,none,2024-03-26,Ballet
Ballet Arts,10:00:00,Open Level Ballet,Yumiko Niimi,none,2024-03-26,Ballet
Gibney,10:00:00,Countertechnique,Francesca Dominguez,none,2024-03-26,Additional Disciplines
BAE,10:00:00,Mat Pilates Class,Ashley Carter,none,2024-03-26,Additional Disciplines
BDC,10:30:00,Adv Beg Contemp,Alexa Luke (1),none,2024-03-26,Contemporary/Modern
BDC,10:30:00,Basic Hip-Hop,Dr. Ew,none,2024-03-26,Street/Choreography
BDC,10:30:00,Beg Ballet,Jamie Salmon,none,2024-03-26,Ballet
BDC,10:30:00,Adv Beg Tap,Dre Torres,none,2024-03-26,Tap
BDC,10:30:00,Adv Beg Theater,Jason Wise,none,2024-03-26,Theater
Peridance,10:30:00,Open Zena Rommett Floor-Barre,LuAnn Leonard,none,2024-03-26,Ballet
Steps,10:30:00,Rommett Floor Barre,Marguerite Wesley,none,2024-03-26,Ballet
BDC,10:45:00,All Levels Lastics Stretch Technique,Donna Flagg,none,2024-03-26,Additional Disciplines
Steps,11:00:00,Adv/Beg Broadway Tap,Andrew Black,none,2024-03-26,Tap
Steps,11:00:00,Adv/Int Theater Jazz Master Class,Al Blackstone,none,2024-03-26,Theater
Peridance,11:00:00,Open Pointe,Kathy Sullivan,none,2024-03-26,Ballet
Steps,11:00:00,Adv/Beg Ballet,Temple Kemezis,none,2024-03-26,Ballet
Peridance,11:30:00,Int Munz Barre,Bivi Kimura,none,2024-03-26,Ballet
BAE,11:30:00,Int Ballet,Shirley Bassat,none,2024-03-26,Ballet
BAE,11:30:00,Intro To Ballet,Julie Voshell,none,2024-03-26,Ballet
Peridance,11:30:00,Beg Ballet,Yuka Kawazu,none,2024-03-26,Ballet
Peridance,11:30:00,Beg Contemp,Bo Kyung Lee,none,2024-03-26,Contemporary/Modern
Steps,11:30:00,Adv Pro Ballet,Nancy Bielski,none,2024-03-26,Ballet
Peridance,11:30:00,Adv Contemp,Chris Ralph,none,2024-03-26,Contemporary/Modern
Steps,11:30:00,Adv/Beg Theater Jazz,Rachel Leigh Dolan,none,2024-03-26,Theater
Ballet Arts,11:30:00,Tap,Stephen Reed,none,2024-03-26,Tap
Steps,11:45:00,Int/Adv Theater Dance,Marc Kimelman,none,2024-03-26,Theater
BAE,12:00:00,Beg Ballet,Justin Sherwood,none,2024-03-26,Ballet
BDC,12:00:00,Beg Broadway Jazz,Sue Samuels,none,2024-03-26,Theater
BDC,12:00:00,Int Theater,Andrew Wilson,none,2024-03-26,Theater
Steps,12:00:00,Int Tap,Christina Carminucci,none,2024-03-26,Tap
BDC,12:00:00,Beg House,Huu Rock,none,2024-03-26,Street/Choreography
BDC,12:00:00,Beg Tap,Doug Shankman,none,2024-03-26,Tap
SassClass,12:00:00,Sexy Stilettos,Brynlie,none,2024-03-26,Street/Choreography
Mark Morris,12:00:00,Beg Modern,Claudia *McDonald,none,2024-03-26,Contemporary/Modern
Gibney,12:00:00,Contemp Dynamic Sequencing,Adam Barruch,none,2024-03-26,Contemporary/Modern
BDC,12:00:00,Adv Beg Contemp Jazz,Tracie Stanfield,none,2024-03-26,Contemporary/Modern
SassClass,12:00:00,Popstar Style,Mary,none,2024-03-26,Additional Disciplines
BDC,12:00:00,Adv Beg Ballet,Dorit Koppel,none,2024-03-26,Ballet
Steps,12:30:00,Int Contemp,Elisabetta Minutoli,none,2024-03-26,Contemporary/Modern
Steps,12:45:00,Beg Broadway Tap,Andrew Black,none,2024-03-26,Tap
Peridance,13:00:00,Int Ballet,Kate Loh,none,2024-03-26,Ballet
Peridance,13:00:00,Adv Choreo,Eric Delgado,none,2024-03-26,Street/Choreography
Ballet Arts,13:00:00,Int Ballet,Anna Fateeva,none,2024-03-26,Ballet
Steps,13:00:00,Int Classic Theater Jazz,Dana Moore,none,2024-03-26,Theater
Mark Morris,13:00:00,Open Level Move & Flow,Alexandra *Berger,none,2024-03-26,Additional Disciplines
Peridance,13:00:00,Int Contemp,Max Stone,none,2024-03-26,Contemporary/Modern
Peridance,13:00:00,Open Stretch,Diego Funes,none,2024-03-26,Additional Disciplines
Steps,13:15:00,Adv Theater Dance,Shannon Lewis,none,2024-03-26,Theater
Brickhouse,13:30:00,Contemp Fusion Int,Alexa Luke,none,2024-03-26,Contemporary/Modern
Steps,13:30:00,Int Ballet,Noriko Hara,none,2024-03-26,Ballet
ATDF,13:30:00,Adv Beg,Tony Waag,none,2024-03-26,Tap
ATDF,13:30:00,Basic,Ivan Owens,none,2024-03-26,Tap
BDC,13:30:00,All Levels Pilates,Joy Karley,none,2024-03-26,Additional Disciplines
BDC,13:30:00,All Levels Voice,Eric Fotre Leach,none,2024-03-26,Additional Disciplines
BDC,13:30:00,Basic Ballet,Dorit Koppel,none,2024-03-26,Ballet
BDC,13:30:00,Beg Hip-Hop,Ness Martinez,none,2024-03-26,Street/Choreography
BDC,13:30:00,Beg Jazz,Heather Rigg,none,2024-03-26,Jazz
BDC,13:30:00,Int Tap,Sydney Burtis,none,2024-03-26,Tap
Gibney,14:00:00,Movement Research At 280,Amelia Heintzelman,none,2024-03-26,Additional Disciplines
Steps,14:00:00,Int Jazz Across The Floor,Cori Jo Swanson,none,2024-03-26,Jazz
Gibney,14:00:00,Int/Adv Contemp/Simonson,Laurie DeVito,none,2024-03-26,Contemporary/Modern
Gibney,14:00:00,Contemp,Lea Ved,none,2024-03-26,Contemporary/Modern
Peridance,14:30:00,Beg Graham,Caterina Rago,none,2024-03-26,Contemporary/Modern
Peridance,14:30:00,Open House | Moptop,Caleaf Sellers,none,2024-03-26,Street/Choreography
Steps,14:30:00,Int/Adv Ballet,Elisa Clark,none,2024-03-26,Ballet
Steps,14:30:00,Adv/Beg Tap,Alexander MacDonald,none,2024-03-26,Tap
Ballet Arts,14:30:00,Adv Int Ballet,François Perron,none,2024-03-26,Ballet
Steps,15:00:00,Pilates Mat,Diarra Cummings,none,2024-03-26,Additional Disciplines
BDC,15:00:00,Beg Theater,Marjorie Failoni,none,2024-03-26,Theater
BDC,15:00:00,Int Contemp,Elodie Dufroux (3),none,2024-03-26,Contemporary/Modern
Steps,15:00:00,Int/Adv Ballet,John Clifford,none,2024-03-26,Ballet
BDC,15:00:00,Adv Beg Tap,April Cook,none,2024-03-26,Tap
BDC,15:00:00,All Levels Acro,Sissa Strain,none,2024-03-26,Additional Disciplines
Steps,15:00:00,Adv/Int Jazz,Debbie Roshe,none,2024-03-26,Jazz
BDC,15:00:00,Beg Ballet,Yuka Kawazu,none,2024-03-26,Ballet
BDC,15:00:00,Int Adv Hip-Hop,Esosa Oviasu (2),none,2024-03-26,Street/Choreography
Steps,15:15:00,Adv/Int Contemp,Jaryd Farcon (2),none,2024-03-26,Contemporary/Modern
