Studio,Time,Classes,Instructor,Sign up,Date,Style
BDC,09:00:00,Beg Ballet,Eureka Nakano Grimes,none,2024-05-01,Ballet
BAE,09:00:00,Adv Beg Ballet,Julia Dubno,none,2024-05-01,Ballet
BDC,09:00:00,Ed Dept Hip Hop History W/ Ms. Vee,ITP Master Class,none,2024-05-01,Street/Choreography
Peridance,09:00:00,Open Yoga,Sarah Iguchi,none,2024-05-01,Additional Disciplines
Steps,09:00:00,Beg Ballet,Kathy Sullivan,none,2024-05-01,Ballet
BDC,09:00:00,Beg Lyrical,Emily Bufferd,none,2024-05-01,Contemporary/Modern
Steps,09:00:00,Open Yoga For Dancers,Hannah Dober,none,2024-05-01,Additional Disciplines
Peridance,09:30:00,Open Ballet,Greg Zane,none,2024-05-01,Ballet
Ballet Arts,09:30:00,Rise & Ballet!,Joan Liu,none,2024-05-01,Ballet
Steps,09:45:00,Int/Adv Pro Ballet,Heather Hawk,none,2024-05-01,Ballet
Steps,10:00:00,Open Pilates,Stephanie Ross,none,2024-05-01,Additional Disciplines
BAE,10:00:00,Beg Ballet,Julie Voshell,none,2024-05-01,Ballet
Gibney,10:00:00,Contemp,Thryn Saxon,none,2024-05-01,Contemporary/Modern
Peridance,10:00:00,Adv Ballet,Igal Perry,none,2024-05-01,Ballet
Peridance,10:00:00,Open Barre À Terre,Anabella Lenzu,none,2024-05-01,Ballet
Steps,10:00:00,Adv/Int Ballet,Kate Loh,none,2024-05-01,Ballet
Taylor School,10:00:00,Professional Level Taylor Modern,Jake Vincent (3),none,2024-05-01,Contemporary/Modern
Steps,10:00:00,Adv/Beg Tap,Kat Ponza,none,2024-05-01,Tap
Peridance,10:00:00,Int Contemp,Mark Caserta (1),none,2024-05-01,Contemporary/Modern
Gibney,10:00:00,Pro Ballez,Katy Pyle,none,2024-05-01,Ballet
Mark Morris,10:00:00,Adv Ballet,Kelly *Slough,none,2024-05-01,Ballet
Mark Morris,10:15:00,Cunningham Technique Open Class,Rotating *Cunningham Faculty,none,2024-05-01,Contemporary/Modern
BDC,10:30:00,Int Ballet,Deanna Doyle,none,2024-05-01,Ballet
