Studio,Start time,,Classes,Teacher,Location,Duration
Steps on Broadway,9:30 am EDT,none,Virtual 90 Beg Ballet,Temple Kemezis,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,9:45 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147083037&classDate=3/29/2024&clsLoc=1,Virtual 90 Int/Adv Pro Ballet,Laura Kaufman (1),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,10:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147088506&classDate=3/29/2024&clsLoc=1,Virtual 90 Adv/Int Ballet,Kate Loh,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,10:30 am EDT,none,Virtual 90 Adv/Beg Ballet,Cancelled Today,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084942&classDate=3/29/2024&clsLoc=1,Virtual 90 Adv Pro Ballet,Nancy Bielski,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:45 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147083051&classDate=3/29/2024&clsLoc=1,Virtual 90 Adv/Int Ballet,Francis Lawrence (2),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,2:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147088290&classDate=3/29/2024&clsLoc=1,Virtual 90 Int Ballet,Kurt Froman,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,5:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147085003&classDate=3/29/2024&clsLoc=1,Virtual 90 Adv/Int Ballet,Karin Averty,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,6:45 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147083062&classDate=3/29/2024&clsLoc=1,Virtual 90 Beg/Int Ballet,Noriko Hara,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147088293&classDate=3/29/2024&clsLoc=1,Virtual 90 Int Contemporary,Clinton Edward,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,3:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147088034&classDate=3/29/2024&clsLoc=1,Virtual 90 Int/Adv Contemporary Jazz,Chloe LaFleur,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,4:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147086072&classDate=3/29/2024&clsLoc=1,Virtual 90 Int/Adv Contemporary,Patrick Daniel,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,12:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084596&classDate=3/29/2024&clsLoc=1,Virtual 90 Beg/Int Jazz,Akina Kitazawa (3),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,1:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084946&classDate=3/29/2024&clsLoc=1,Virtual 90 Int Jazz,Plu Sayampol,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,3:15 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147086087&classDate=3/29/2024&clsLoc=1,Virtual 90 Adv/Int Jazz,Chip Abbott,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,6:15 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147088128&classDate=3/29/2024&clsLoc=1,Virtual 90 Int Jazz,Richard Pierlon,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:15 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147083154&classDate=3/29/2024&clsLoc=1,Virtual 90 Adv/Beg Contemporary Modern,Briana Reed,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,2:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147087439&classDate=3/29/2024&clsLoc=1,Virtual 90 Basic Graham Based Modern,Lindsay Poulis,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,4:45 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084449&classDate=3/29/2024&clsLoc=1,Virtual 90 Int Modern/Horton,JoLea Maffei,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,8:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147088920&classDate=3/29/2024&clsLoc=1,Virtual Spotlight: Int/Adv Theater Jazz,Sara Brians,Steps on Broadway,2 hours
Steps on Broadway,6:15 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084884&classDate=3/29/2024&clsLoc=1,Virtual 90 Open Hip Hop,Yancy Greene,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,8:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147089011&classDate=3/29/2024&clsLoc=1,Virtual 90 Open Level Afro Street Fusion,Angel Kaba,Steps on Broadway,1 hour &30 minutes
