Studio,Time,Classes,Instructor,Sign up,Date,Style
BAE,08:00:00,Mat Pilates Class,Phoebe Higgins,none,2024-04-01,Additional Disciplines
Mark Morris,09:00:00,Gaga/People,Gaga *Faculty,none,2024-04-01,Contemporary/Modern
BAE,09:00:00,Adv Beg Ballet,Julia Dubno,none,2024-04-01,Ballet
Steps,09:00:00,Beg Ballet,Kathy Sullivan,none,2024-04-01,Ballet
Mark Morris,09:00:00,Gyrokinesis,Alexandra *Berger,none,2024-04-01,Additional Disciplines
BDC,09:00:00,Basic Hip-Hop,Tweetboogie,none,2024-04-01,Street/Choreography
BDC,09:00:00,Adv Beg Contemp Jazz,Daniel Booda (1),none,2024-04-01,Contemporary/Modern
Steps,09:15:00,Gyrokinesis,Christa Thiesing,none,2024-04-01,Additional Disciplines
BDC,09:15:00,All Levels Yoga And Meditation,Sarah Simon Wolff (2),none,2024-04-01,Additional Disciplines
Ballet Arts,09:30:00,Rise & Ballet!,Joan Liu,none,2024-04-01,Ballet
Peridance,09:30:00,Open Ballet,Greg Zane,none,2024-04-01,Ballet
Steps,09:45:00,Int/Adv Pro Ballet,Heather Hawk,none,2024-04-01,Ballet
Taylor School,10:00:00,Professional Level Taylor Modern,John Harnage (1),none,2024-04-01,Contemporary/Modern
Mark Morris,10:00:00,Adv Ballet,Kelly *Slough,none,2024-04-01,Ballet
Peridance,10:00:00,Adv Ballet,Lissetth Aguilar Stöckli (1),none,2024-04-01,Ballet
Peridance,10:00:00,Int Contemp,Jordan Ryder,none,2024-04-01,Contemporary/Modern
Gibney,10:00:00,Contemp,Kevin Pajarillaga,none,2024-04-01,Contemporary/Modern
Gibney,10:00:00,Contemp 2Nd Best Dance Company At 280,Hannah Garner,none,2024-04-01,Contemporary/Modern
BAE,10:00:00,Intro To Ballet,William Waldinger,none,2024-04-01,Ballet
Steps,10:00:00,Adv/Int Ballet,Kate Loh,none,2024-04-01,Ballet
Steps,10:00:00,Rommett Floor Barre,Jodi Moccia,none,2024-04-01,Ballet
Gibney,10:00:00,Adv Ballet,Elisa Clark,none,2024-04-01,Ballet
Mark Morris,10:15:00,Cunningham Technique Open Class,Janet Charleston *Cunningham  (1),none,2024-04-01,Contemporary/Modern
Steps,10:15:00,Ballet Workout,Kate Stephan,none,2024-04-01,Ballet
BDC,10:30:00,Beg Hip-Hop,Paolo Slice Penala,none,2024-04-01,Street/Choreography
BDC,10:30:00,Basic Theater,Joey Tierno,none,2024-04-01,Theater
BDC,10:30:00,Int Contemp,Blue,none,2024-04-01,Contemporary/Modern
BDC,10:30:00,Beg Ballet,Michele Moreno,none,2024-04-01,Ballet
BAE,10:30:00,Beg Ballet,Marsha Knight (1),none,2024-04-01,Ballet
Steps,10:45:00,Adv/Beg Ballet,Kathy Sullivan,none,2024-04-01,Ballet
Ballet Arts,11:00:00,2-Hour Int Ballet,Kenny Larson,none,2024-04-01,Ballet
BAE,11:00:00,Mat Pilates Class,Vanessa Martínez de Baños,none,2024-04-01,Additional Disciplines
BDC,11:00:00,All Levels Pilates,Linda Farrell,none,2024-04-01,Additional Disciplines
Peridance,11:30:00,Adv Contemp,Cancelled Today,none,2024-04-01,Contemporary/Modern
Steps,11:30:00,Adv Pro Ballet,Nancy Bielski,none,2024-04-01,Ballet
BAE,11:30:00,Adv Beg Ballet,Julie Voshell,none,2024-04-01,Ballet
Peridance,11:30:00,Beg Ballet,Martha Chapman,none,2024-04-01,Ballet
Peridance,11:30:00,Open Emergent Improvisation,Uila Marx (2),none,2024-04-01,Additional Disciplines
Steps,11:45:00,Int/Adv Jazz Technique,Camden Loeser,none,2024-04-01,Jazz
Steps,11:45:00,Int/Adv Theater Jazz,Tyler Hanes,none,2024-04-01,Theater
BAE,12:00:00,Int Ballet,Justin Sherwood,none,2024-04-01,Ballet
BAE,12:00:00,Basic Beg Ballet,Marsha Knight (2),none,2024-04-01,Ballet
Steps,12:00:00,Beg Tap,Germaine Goodson,none,2024-04-01,Tap
BDC,12:00:00,Adv Beg Ballet,Natalya Stavro,none,2024-04-01,Ballet
BDC,12:00:00,Beg Theater,Josh Walden (4),none,2024-04-01,Theater
Steps,12:00:00,Pilates Mat,Laura Shapiro (3),none,2024-04-01,Additional Disciplines
BDC,12:00:00,Adv Beg Contemp Lyrical,Tracie Stanfield,none,2024-04-01,Contemporary/Modern
BDC,12:00:00,Adv Beg Tap,Mike Camire (3),none,2024-04-01,Tap
Gibney,12:00:00,Embodiment Through Dance Movement Therapy At 280,Cancelled Today,none,2024-04-01,Additional Disciplines
Peridance,12:00:00,Open Yoga,Sarah Iguchi,none,2024-04-01,Additional Disciplines
Gibney,12:00:00,Contemp,Alexander Anderson,none,2024-04-01,Contemporary/Modern
BDC,12:00:00,Int Adv Jazz Technique,Harry Francis,none,2024-04-01,Jazz
Mark Morris,12:00:00,Beg Modern,Nicole *Philippidis,none,2024-04-01,Contemporary/Modern
