Studio,Time,Classes,Instructor,Sign up,Date,Style
BDC,09:00:00,Basic Theater,Lauren Cagnetta (1),none,2024-04-09,Theater
Taylor School,09:00:00,Slow Flow Vinyasa Yoga,Erica Caruso,none,2024-04-09,Additional Disciplines
BDC,09:00:00,Basic Contemp,Lorena Cobos,none,2024-04-09,Contemporary/Modern
BDC,09:00:00,Adv Beg Ballet,Canceled Today,none,2024-04-09,Ballet
Steps,09:00:00,Int Ballet,Jen Kreichman (1),none,2024-04-09,Ballet
BDC,09:15:00,All Levels Yoga And Meditation,Lauren Marsaglia,none,2024-04-09,Additional Disciplines
BAE,09:15:00,Adv Beg Ballet,Shirley Bassat,none,2024-04-09,Ballet
Peridance,09:30:00,Open Ballet,Kathy Sullivan,none,2024-04-09,Ballet
ILD NJ,09:30:00,Beg Kpop,Regina Lustre,none,2024-04-09,Additional Disciplines
Steps,09:45:00,Int/Adv Pro Ballet,Heather Hawk,none,2024-04-09,Ballet
BAE,10:00:00,Basic Beg Ballet,Selina Chau,none,2024-04-09,Ballet
Peridance,10:00:00,Adv Ballet,Elizabeth Ferrell,none,2024-04-09,Ballet
Gibney,10:00:00,Ballet,Gilbert T Small II,none,2024-04-09,Ballet
Ailey,10:00:00,Beg Ballet,Ronald Alexander,none,2024-04-09,Ballet
Ballet Arts,10:00:00,Open Level Ballet,Yumiko Niimi,none,2024-04-09,Ballet
Mark Morris,10:00:00,Adv Ballet,Sam Black *MMDG Co. Director,none,2024-04-09,Ballet
BAE,10:00:00,Mat Pilates Class,Ashley Carter,none,2024-04-09,Additional Disciplines
Steps,10:00:00,Beg Contemp,Emily Bufferd,none,2024-04-09,Contemporary/Modern
Gibney,10:00:00,Countertechnique,Francesca Dominguez,none,2024-04-09,Additional Disciplines
Steps,10:00:00,Adv Pro Ballet,Sarah Lane (2),none,2024-04-09,Ballet
Peridance,10:00:00,Int Contemp Release,Wesley Ensminger,none,2024-04-09,Contemporary/Modern
Taylor School,10:00:00,Professional Level Taylor Modern,Lisa Viola (2),none,2024-04-09,Contemporary/Modern
Steps,10:30:00,Rommett Floor Barre,Marguerite Wesley,none,2024-04-09,Ballet
BDC,10:30:00,Adv Beg Contemp,Eric Campros,none,2024-04-09,Contemporary/Modern
Peridance,10:30:00,Open Zena Rommett Floor-Barre,LuAnn Leonard,none,2024-04-09,Ballet
BDC,10:30:00,Beg Ballet,Jamie Salmon,none,2024-04-09,Ballet
BDC,10:30:00,Adv Beg Theater,Lainie Munro (2),none,2024-04-09,Theater
BDC,10:30:00,Basic Hip-Hop,Dr. Ew,none,2024-04-09,Street/Choreography
BDC,10:30:00,Adv Beg Tap,Dre Torres,none,2024-04-09,Tap
BDC,10:45:00,All Levels Lastics Stretch Technique,Donna Flagg,none,2024-04-09,Additional Disciplines
Steps,11:00:00,Adv/Beg Broadway Tap,Andrew Black,none,2024-04-09,Tap
Peridance,11:00:00,Open Pointe,Kathy Sullivan,none,2024-04-09,Ballet
Steps,11:00:00,Adv/Beg Ballet,Temple Kemezis,none,2024-04-09,Ballet
BAE,11:30:00,Intro To Ballet,Julie Voshell,none,2024-04-09,Ballet
Peridance,11:30:00,Beg Ballet,Yuka Kawazu,none,2024-04-09,Ballet
Peridance,11:30:00,Int Munz Barre,Bivi Kimura,none,2024-04-09,Ballet
Peridance,11:30:00,Beg Contemp,Bo Kyung Lee,none,2024-04-09,Contemporary/Modern
Steps,11:30:00,Adv/Beg Theater Jazz,Rachel Leigh Dolan,none,2024-04-09,Theater
Steps,11:30:00,Adv Pro Ballet,Nancy Bielski,none,2024-04-09,Ballet
Ballet Arts,11:30:00,Tap,Stephen Reed,none,2024-04-09,Tap
Peridance,11:30:00,Adv Contemp Floorwork | Guest Class,Laja Field,none,2024-04-09,Contemporary/Modern
BAE,11:45:00,Int Ballet,Shirley Bassat,none,2024-04-09,Ballet
Steps,11:45:00,Int/Adv Theater Jazz,Charlie Sutton,none,2024-04-09,Theater
Gibney,12:00:00,Contemp Dynamic Sequencing,Adam Barruch,none,2024-04-09,Contemporary/Modern
BDC,12:00:00,Beg House,Huu Rock,none,2024-04-09,Street/Choreography
BAE,12:00:00,Beg Ballet,Justin Sherwood,none,2024-04-09,Ballet
SassClass,12:00:00,Popstar Style,Mary,none,2024-04-09,Additional Disciplines
BDC,12:00:00,Adv Beg Ballet,Dorit Koppel,none,2024-04-09,Ballet
BDC,12:00:00,Beg Tap,Doug Shankman,none,2024-04-09,Tap
Steps,12:00:00,Int Tap,Christina Carminucci,none,2024-04-09,Tap
SassClass,12:00:00,Sexy Stilettos,Brynlie,none,2024-04-09,Street/Choreography
BDC,12:00:00,Beg Broadway Jazz,Sue Samuels,none,2024-04-09,Theater
BDC,12:00:00,Adv Beg Contemp Jazz,Tracie Stanfield,none,2024-04-09,Contemporary/Modern
Mark Morris,12:00:00,Beg Modern,Mary Seidman  (5),none,2024-04-09,Contemporary/Modern
BDC,12:00:00,Int Theater,Tanner Lane (3),none,2024-04-09,Theater
Steps,12:30:00,Int Contemp,Elisabetta Minutoli,none,2024-04-09,Contemporary/Modern
Steps,12:45:00,Beg Broadway Tap,Andrew Black,none,2024-04-09,Tap
Peridance,13:00:00,Int Contemp,Max Stone,none,2024-04-09,Contemporary/Modern
Steps,13:00:00,Int Classic Theater Jazz,Dana Moore,none,2024-04-09,Theater
Peridance,13:00:00,Int Ballet,Kate Loh,none,2024-04-09,Ballet
Peridance,13:00:00,Adv Choreo,Cancelled Today,none,2024-04-09,Street/Choreography
Ballet Arts,13:00:00,Int Ballet,Anna Fateeva,none,2024-04-09,Ballet
Mark Morris,13:00:00,Open Level Move & Flow,Yuhka Miura (7),none,2024-04-09,Additional Disciplines
Peridance,13:00:00,Open Stretch,Diego Funes,none,2024-04-09,Additional Disciplines
Steps,13:15:00,Int/Adv Precision Jazz,Danelle Morgan,none,2024-04-09,Jazz
BDC,13:30:00,Basic Ballet,Dorit Koppel,none,2024-04-09,Ballet
Steps,13:30:00,Int Ballet,Noriko Hara,none,2024-04-09,Ballet
BDC,13:30:00,Int Tap,Sydney Burtis,none,2024-04-09,Tap
BDC,13:30:00,Beg Jazz,Heather Rigg,none,2024-04-09,Jazz
Brickhouse,13:30:00,Contemp Fusion Int,Alexa Luke,none,2024-04-09,Contemporary/Modern
BDC,13:30:00,All Levels Voice,Eric Fotre Leach,none,2024-04-09,Additional Disciplines
ATDF,13:30:00,Adv Beg,Max Pollak (3),none,2024-04-09,Tap
BDC,13:30:00,All Levels Pilates,Joy Karley,none,2024-04-09,Additional Disciplines
BDC,13:30:00,Beg Hip-Hop,Ness Martinez,none,2024-04-09,Street/Choreography
ATDF,13:30:00,Basic,Ivan Owens,none,2024-04-09,Tap
Gibney,14:00:00,Movement Research At 280,Kayla White,none,2024-04-09,Additional Disciplines
Steps,14:00:00,Int Jazz Across The Floor,Cori Jo Swanson,none,2024-04-09,Jazz
Gibney,14:00:00,Int/Adv Contemp/Simonson,Laurie DeVito,none,2024-04-09,Contemporary/Modern
Peridance,14:30:00,Beg Graham,Caterina Rago,none,2024-04-09,Contemporary/Modern
Steps,14:30:00,Adv/Beg Tap,Alexander MacDonald,none,2024-04-09,Tap
Steps,14:30:00,Int/Adv Ballet,Elisa Clark,none,2024-04-09,Ballet
Ballet Arts,14:30:00,Adv Int Ballet,François Perron,none,2024-04-09,Ballet
Peridance,14:30:00,Open Hip Hop | Moptop,Soraya Lundy,none,2024-04-09,Street/Choreography
Steps,15:00:00,Adv/Int Jazz,Debbie Roshe,none,2024-04-09,Jazz
BDC,15:00:00,Int Contemp,Michaela McGowan,none,2024-04-09,Contemporary/Modern
BDC,15:00:00,Beg Theater,Marjorie Failoni,none,2024-04-09,Theater
Steps,15:00:00,Pilates Mat,Diarra Cummings,none,2024-04-09,Additional Disciplines
BDC,15:00:00,Beg Ballet,Yuka Kawazu,none,2024-04-09,Ballet
BDC,15:00:00,Int Adv Hip-Hop,Deshawn Da Prince,none,2024-04-09,Street/Choreography
BDC,15:00:00,Adv Beg Tap,Mike Camire (4),none,2024-04-09,Tap
BDC,15:00:00,All Levels Acro,Sissa Strain,none,2024-04-09,Additional Disciplines
Brickhouse,15:00:00,Hip Hop Int/Adv,Jojo Brooks,none,2024-04-09,Street/Choreography
Steps,15:15:00,Adv/Int Contemp,Clifford Williams (3),none,2024-04-09,Contemporary/Modern
Cre8ivity NJ,15:45:00,Int/Adv Ballet Ages 13+,Gianna Caridi,none,2024-04-09,Ballet
Peridance,16:00:00,Open House,Sekou Heru,none,2024-04-09,Street/Choreography
Steps,16:00:00,Int Jazz,Matthew Lynady,none,2024-04-09,Jazz
Peridance,16:00:00,Open Ballet,Dianna Warren,none,2024-04-09,Ballet
BDC,16:30:00,Adv Beg Contemp Jazz,Nijawwon Matthews,none,2024-04-09,Contemporary/Modern
BDC,16:30:00,Beg Tap,Brent McBeth,none,2024-04-09,Tap
BDC,16:30:00,Adv Beg Street Jazz,Youlmae Kim (5),none,2024-04-09,Street/Choreography
BDC,16:30:00,Int Jazz Fusion,Michelle Barber,none,2024-04-09,Street/Choreography
BDC,16:30:00,Adv Beg Theater,Tanner Lane (6),none,2024-04-09,Theater
Cre8ivity NJ,16:30:00,Int Hip Hop/Breaking Ages 9-12,Alan Robert,none,2024-04-09,Street/Choreography
Brickhouse,16:30:00,Hip Hop Adv. Beg/Int,Mini Zhang,none,2024-04-09,Street/Choreography
Steps,16:45:00,Adv/Int Theater Jazz,Billy Griffin,none,2024-04-09,Theater
Steps,17:00:00,Adv/Int Ballet,Espen Giljane,none,2024-04-09,Ballet
Modega,17:00:00,Int./Adv. Choreo,Jaelen Williams,https://sutrapro.com/modega/checkout/srg8JP2SHeckNwYNcMoN,2024-04-09,Street/Choreography
ILD NJ,17:00:00,Kids Kpop 7,Min Seon Kim,none,2024-04-09,Additional Disciplines
PMT,17:00:00,Basic Party Moves And Grooves,Andy Needham,none,2024-04-09,Street/Choreography
Ballet Arts,17:30:00,Theater Dance Repertory !,Stephen Reed,none,2024-04-09,Theater
Steps,17:30:00,Adv/Beg Jazz,Plu Sayampol (4),none,2024-04-09,Jazz
