Studio,Start time,,Classes,Teacher,Room,Duration
ILoveDance,6:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=38&classId=9260&classDate=3/27/2024&clsLoc=1,In-StudioNJ: Killin' It | P1Harmony (Part 4),Regina Lustre,Fort Lee Studio 1,1 hour &20 minutes
ILoveDance,7:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=38&classId=9288&classDate=3/27/2024&clsLoc=1,In-StudioNJ: Super Lady | (G)I-DLE (Part 4),Ness Martinez,Fort Lee Studio 1,1 hour &20 minutes
