Studio,Start time,Classes,Instructor,Sign up
Sass Class,10:50am,Sexy Stilettos,Sophia,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=716&classDate=8/13/2023&clsLoc=1
Sass Class,12:00pm,Flirty Floorwork,Sophia,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=612&classDate=8/13/2023&clsLoc=1
Sass Class,12:15pm,Fierce Feminine Hip-Hop,Mary,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=611&classDate=8/13/2023&clsLoc=1
Sass Class,1:10pm,Sexy Stilettos,Lia,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=717&classDate=8/13/2023&clsLoc=1
Sass Class,2:20pm,Reggaeton,Jahaira,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=715&classDate=8/13/2023&clsLoc=1
