Studio,Start time,,Classes,Teacher,Location,Duration
Steps on Broadway,8:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=113&classId=2147089594&classDate=4/24/2024&clsLoc=1,In-Studio Spotlight: Int/Adv Contemporary Jazz,Mia DeWeese,Steps on Broadway,2 hours
Steps on Broadway,9:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147080412&classDate=4/24/2024&clsLoc=1,In-Studio Beg Ballet,Kathy Sullivan,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,9:45 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087095&classDate=4/24/2024&clsLoc=1,In-Studio Int/Adv Pro Ballet,Heather Hawk,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,10:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147088501&classDate=4/24/2024&clsLoc=1,In-Studio Adv/Int Ballet,Kate Loh,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,10:45 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147080413&classDate=4/24/2024&clsLoc=1,In-Studio Adv/Beg Ballet,Kathy Sullivan,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147088464&classDate=4/24/2024&clsLoc=1,In-Studio Rommett Floor Barre,Jodi Moccia,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087003&classDate=4/24/2024&clsLoc=1,In-Studio Adv Pro Ballet,Nancy Bielski,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:45 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147089425&classDate=4/24/2024&clsLoc=1,In-Studio Int Ballet,Noriko Hara,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,12:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147088549&classDate=4/24/2024&clsLoc=1,In-Studio Adv/Beg Pointe,Kathy Sullivan,Steps on Broadway,1 hour
Steps on Broadway,12:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147089427&classDate=4/24/2024&clsLoc=1,In-Studio Adv/Int Ballet,Violeta Angelova,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,2:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147088980&classDate=4/24/2024&clsLoc=1,In-Studio Int Ballet,Laura Kaufman,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,4:45 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087098&classDate=4/24/2024&clsLoc=1,In-Studio Adv/Int Ballet,Espen Giljane,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,7:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087034&classDate=4/24/2024&clsLoc=1,In-Studio Beg Ballet,Temple Kemezis,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,3:15 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087099&classDate=4/24/2024&clsLoc=1,In-Studio Adv/Int Contemporary,Max Stone,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,4:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085554&classDate=4/24/2024&clsLoc=1,In-Studio Int Contemporary Jazz,Savannah Cobb,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,6:45 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087100&classDate=4/24/2024&clsLoc=1,In-Studio Int Contemporary Lyrical,Tracie Stanfield,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,8:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147088803&classDate=4/24/2024&clsLoc=1,In-Studio Int/Adv Contemporary Jazz,Steven Blandino,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147088596&classDate=4/24/2024&clsLoc=1,In-Studio Adv/Beg Jazz,Sam Lobel,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,1:15 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147088780&classDate=4/24/2024&clsLoc=1,In-Studio Adv/Int Jazz,Chip Abbott,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,1:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087101&classDate=4/24/2024&clsLoc=1,In-Studio Int Jazz,John Leggio,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,3:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087102&classDate=4/24/2024&clsLoc=1,In-Studio Int Jazz,Adrian Lee,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,6:15 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087133&classDate=4/24/2024&clsLoc=1,In-Studio Adv/Int Jazz,Lisa Harvie,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,7:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087068&classDate=4/24/2024&clsLoc=1,In-Studio Adv/Beg Jazz,Plu Sayampol,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,6:15 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085560&classDate=4/24/2024&clsLoc=1,In-Studio Beg Modern/Horton,Katrina Perrin (1),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,8:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085561&classDate=4/24/2024&clsLoc=1,In-Studio Open Hip Hop,Mickey Sakai,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,9:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087978&classDate=4/24/2024&clsLoc=1,In-Studio Open Yoga for Dancers,Hannah Dober,Steps on Broadway,1 hour
Steps on Broadway,10:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147086082&classDate=4/24/2024&clsLoc=1,In-Studio Open Pilates,Stephanie Ross,Steps on Broadway,1 hour
Steps on Broadway,4:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147086930&classDate=4/24/2024&clsLoc=1,In-Studio Alignment Floor Work,Lonne Moretton,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,10:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087813&classDate=4/24/2024&clsLoc=1,In-Studio Adv/Beg Tap,Kat Ponza,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:45 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087105&classDate=4/24/2024&clsLoc=1,In-Studio Basic Tap,Yuka Kameda,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,12:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085506&classDate=4/24/2024&clsLoc=1,In-Studio Beg Tap,Germaine Goodson,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,1:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087106&classDate=4/24/2024&clsLoc=1,In-Studio Int Tap,Danielle Jackman (2),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,1:45 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085507&classDate=4/24/2024&clsLoc=1,In-Studio Adv/Beg Tap,Germaine Goodson,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,3:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085509&classDate=4/24/2024&clsLoc=1,In-Studio Basic Tap,Germaine Goodson,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,6:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085565&classDate=4/24/2024&clsLoc=1,In-Studio Beg Tap,Lynn Schwab,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,6:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087325&classDate=4/24/2024&clsLoc=1,In-Studio Int/Adv Tap,Tommy Wasiuta,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,7:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087335&classDate=4/24/2024&clsLoc=1,In-Studio Basic Tap,Yukari Ikegaya,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,1:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087710&classDate=4/24/2024&clsLoc=1,In-Studio Int Theater Dance,Lloyd Culbreath,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,2:45 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085567&classDate=4/24/2024&clsLoc=1,In-Studio Adv/Beg Theater Jazz,Rebecca Frazier (3),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,5:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087002&classDate=4/24/2024&clsLoc=1,In-Studio Adv/Int Theater Jazz,Rachel Leigh Dolan,Steps on Broadway,1 hour &30 minutes
