Studio,Start time,Sign up,Classes,Teacher,Co-Teacher/Assistant,Musician,Duration
Mark Morris Dance,9:30 am  EDT,none,Open Level Pilates,Cancelled Today,none,none,1 hour
Mark Morris Dance,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=4991&classDate=8/16/2023&clsLoc=1,Advanced Ballet,Kelly Slough (Mask Optional),none,Howard Britz,2 hours
Mark Morris Dance,10:15 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=28&classId=5059&classDate=8/16/2023&clsLoc=1,Cunningham Technique Open Class,Brandon Collwes *Cunningham (Mask Optional) (5),none,Paula Jeanine *Bennett,1 hour & 30 minutes
Mark Morris Dance,12:10 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=28&classId=4934&classDate=8/16/2023&clsLoc=1,Contemporary: Simonson Technique,Laurie De Vito (Masks Required),none,none,1 hour & 50 minutes
Mark Morris Dance,6:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=29&classId=4935&classDate=8/16/2023&clsLoc=1,Open Level Pilates,Lesley Garrison MMDG Dancer (Masks Optional),none,none,1 hour
Mark Morris Dance,6:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=25&classId=3162&classDate=8/16/2023&clsLoc=1,Intermediate West African,Mouminatou *Camara (Mask Optional),none,none,1 hour & 30 minutes
Mark Morris Dance,7:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=28&classId=3513&classDate=8/16/2023&clsLoc=1,Gaga/people,Annie Rigney *GAGA (Masks Optional) (6),none,none,1 hour
Mark Morris Dance,7:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=27&classId=5277&classDate=8/16/2023&clsLoc=1,Intermediate Tap,Ja'Bowen *Dixon,none,none,1 hour & 30 minutes
Mark Morris Dance,7:15 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=27&classId=4964&classDate=8/16/2023&clsLoc=1,Beginner Hip-Hop,Jillian Roberts (Masks Optional),none,none,1 hour & 30 minutes
