BDC,10:30:00,Basic Theater,Morgan Rose,none,2023-10-02,Theater
BDC,12:00:00,Beg Theater,Katelin Zelon (2),none,2023-10-02,Theater
Steps,12:30:00,Beg Theater Jazz,Resavy,none,2023-10-02,Theater
BDC,13:30:00,Int Theater,Lizz Picini,none,2023-10-02,Theater
Steps,15:15:00,Int/Adv Theater Jazz,Harmon (4),none,2023-10-02,Theater
Peridance,16:00:00,Int Theater,Diego Funes,none,2023-10-02,Theater
BDC,16:30:00,Int Adv Theater,Chip Abbott,none,2023-10-02,Theater
Steps,16:30:00,Adv/Beg Theater Jazz,Leggio,none,2023-10-02,Theater
Steps,17:00:00,Adv/Int Theater Jazz,Darlington (5),none,2023-10-02,Theater
BDC,18:00:00,Adv Beg Theater,Josh Walden (6),none,2023-10-02,Theater
