Studio,Time,Classes,Instructor,Sign up,Date,Style
BAE,08:00:00,Mat Pilates Class,Phoebe Higgins,none,2023-10-02,Additional Disciplines
BDC,09:00:00,Basic Ballet,Canceled Today,none,2023-10-02,Ballet
Steps,09:00:00,Beg Ballet,Sullivan,none,2023-10-02,Ballet
BAE,09:00:00,Adv Beg Ballet,Julia Dubno,none,2023-10-02,Ballet
Mark Morris,09:00:00,Gyrokinesis,Alexandra *Berger,none,2023-10-02,Additional Disciplines
Mark Morris,09:00:00,Gaga/People,Doron Perk *GAGA  (1),none,2023-10-02,Contemporary/Modern
BDC,09:00:00,Adv Beg Contemp Jazz,Ashley Lynne King,none,2023-10-02,Contemporary/Modern
Steps,09:15:00,Gyrokinesis,Thiesing,none,2023-10-02,Additional Disciplines
BDC,09:15:00,All Levels Yoga And Meditation,Lauren Marsaglia,none,2023-10-02,Additional Disciplines
Ballet Arts,09:30:00,Rise & Ballet!,Joan Liu,none,2023-10-02,Ballet
Peridance,09:30:00,Open Ballet,Greg Zane,none,2023-10-02,Ballet
Steps,09:45:00,Int/Adv Pro Ballet,Fairchild (1),none,2023-10-02,Ballet
BAE,10:00:00,Intro To Ballet,William Waldinger,none,2023-10-02,Ballet
Peridance,10:00:00,Adv Ballet,Igal Perry,none,2023-10-02,Ballet
Peridance,10:00:00,Int Contemp,Jordan Ryder,none,2023-10-02,Contemporary/Modern
Mark Morris,10:00:00,Adv Ballet,Kelly *Slough,none,2023-10-02,Ballet
Gibney,10:00:00,Contemp 2Nd Best Dance Company At 280,Hannah Garner,none,2023-10-02,Contemporary/Modern
Gibney,10:00:00,Contemp,Brandon Coleman,none,2023-10-02,Contemporary/Modern
Steps,10:00:00,Adv/Int Ballet,Loh (2),none,2023-10-02,Ballet
Steps,10:00:00,Ballet Workout,Stephan,none,2023-10-02,Ballet
Gibney,10:00:00,Int/Adv Ballet,Elisa Clark,none,2023-10-02,Ballet
Taylor School,10:00:00,Professional Level Taylor Modern,Christina Lynch Markham (1),none,2023-10-02,Contemporary/Modern
Peridance,10:00:00,Open Simonson Jazz,Cancelled Today,none,2023-10-02,Jazz
Mark Morris,10:15:00,Cunningham Technique Open Class,Rotating *Cunningham Faculty,none,2023-10-02,Contemporary/Modern
BDC,10:30:00,Basic Contemp,Blue,none,2023-10-02,Contemporary/Modern
