Studio,Start time,Classes,Instructor,Sign up
ILD NJ,18:00:00,Standing Next To You | Jung Kook Part 1,Regina Lustre,none
ILD NJ,19:30:00,Batter Up | Babymonster Part 1,Min Seon Kim,none
