Studio,Start time,Classes,Instructor,Sign up
Steps,09:30:00,Beg Ballet,Kemezis,none
Steps,09:45:00,Int/Adv Pro Ballet,Fairchild (1),none
Steps,10:00:00,Adv/Int Ballet,Loh (2),none
Steps,11:30:00,Adv Pro Ballet,Bielski,none
Steps,11:45:00,Adv/Int Ballet,Kunikova,none
Steps,14:30:00,Int Ballet,Lawrence (3),none
Steps,17:00:00,Adv/Int Ballet,Lawrence (4),none
Steps,18:45:00,Beg/Int Ballet,Hara,none
Steps,11:00:00,Int Contemp,"Edward, C.",none
Steps,16:30:00,Int/Adv Contemp,"Lombardi, J. (5)",none
Steps,12:30:00,Beg/Int Jazz,Diniz (6),none
Steps,13:30:00,Int Jazz,"Sayampol, Plu",none
Steps,15:15:00,Adv/Int Jazz,Abbott,none
Steps,18:15:00,Int Jazz,Pierlon,none
Steps,11:15:00,Adv/Beg Contemp Modern,"Reed, B.",none
Steps,14:30:00,Basic Graham Based Modern,Poulis,none
Steps,16:45:00,Int Modern/Horton,Maffei,none
Steps,20:00:00,Adv/Int Theater Jazz,Cunningham,none
Steps,18:15:00,Open Hip Hop,Greene,none
Steps,20:30:00,Open Street Styles,Lopez,none
Steps,09:00:00,Open Level Yoga,Conway,none
Steps,10:00:00,Ballet Workout,Stephan,none
Steps,12:00:00,Pilates Mat,Kreichman (7),none
Steps,13:30:00,Lastics Stretch,Torres,none
Steps,11:00:00,Adv/Beg Broadway Tap,Black,none
Steps,12:45:00,Int Broadway Tap,Black,none
Steps,14:30:00,Int/Adv Rep Tap,Schwab,none
Steps,16:30:00,Int Tap,Galganni,none
Steps,18:00:00,Beg Tap,Ohr,none
Steps,18:30:00,Adv Tap,"Miller, K. (8)",none
Steps,14:45:00,Adv/Int Theater Dance Master Class,Blankenbuehler,none
Steps,13:00:00,Int Theater Dance,Winans (9),none
Steps,13:15:00,Adv/Int Theater Jazz,"Sullivan, S.",none
Steps,14:45:00,Beg Theater Dance,"Frazier, R.",none
