Studio,Start time,Sign up,Classes,Teacher,Location,Duration
Peridance,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=5459&classDate=8/16/2023&clsLoc=1,Adv Ballet,Shimon Ito (1),none,1 hour & 30 minutes
Peridance,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=4301&classDate=8/16/2023&clsLoc=1,Inter Contemporary,Brandon Coleman,none,1 hour & 30 minutes
Peridance,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=73&classId=5260&classDate=8/16/2023&clsLoc=1,Open Barre à Terre,Anabella Lenzu,none,1 hour & 30 minutes
Peridance,11:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=5378&classDate=8/16/2023&clsLoc=1,Adv Ballet,Yinet Fernández (2),none,1 hour & 30 minutes
Peridance,11:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=5365&classDate=8/16/2023&clsLoc=1,Beg Ballet,Martha Chapman,none,1 hour & 30 minutes
Peridance,11:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=51&classId=5484&classDate=8/16/2023&clsLoc=1,Inter Broadway Jazz,Sarah Wolff (3),none,1 hour & 30 minutes
Peridance,11:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=5509&classDate=8/16/2023&clsLoc=1,Inter Contemporary,Marijke Eliasberg,none,1 hour & 30 minutes
Peridance,1:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=6147&classDate=8/16/2023&clsLoc=1,Adv Contemporary Floorwork,Marija Obradovic,none,1 hour & 30 minutes
Peridance,1:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=55&classId=5545&classDate=8/16/2023&clsLoc=1,Beg Horton,Katrina Perrin (4),Peridance Center,1 hour & 30 minutes
Peridance,1:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=5418&classDate=8/16/2023&clsLoc=1,Inter Ballet,Bivi Kimura (5),none,1 hour & 30 minutes
Peridance,2:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5402&classDate=8/16/2023&clsLoc=1,Beg House,Huu Rock (6),none,1 hour & 30 minutes
Peridance,4:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6342&classDate=8/16/2023&clsLoc=1,Inter Hip Hop,TweetBoogie _,none,1 hour & 30 minutes
Peridance,4:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5472&classDate=8/16/2023&clsLoc=1,Open Dancehall,Korie Genius,none,1 hour & 30 minutes
Peridance,4:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=51&classId=6247&classDate=8/16/2023&clsLoc=1,Open Simonson Jazz,Leann Gioia (7),Peridance Center,1 hour & 30 minutes
Peridance,5:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5659&classDate=8/16/2023&clsLoc=1,Inter Choreography,Marlon Santana (8),none,1 hour & 30 minutes
Peridance,5:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5512&classDate=8/16/2023&clsLoc=1,Open Popping,Jon Lock (9),none,1 hour & 30 minutes
Peridance,6:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=65&classId=6204&classDate=8/16/2023&clsLoc=1,Beg African,Djoniba Mouflet | DJONIBA DANCE CENTRE,none,1 hour & 30 minutes
Peridance,6:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=6217&classDate=8/16/2023&clsLoc=1,Inter Contemporary,Rachel Hettinger,Peridance Center,1 hour & 30 minutes
Peridance,7:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6230&classDate=8/16/2023&clsLoc=1,Adv Choreography,Esosa Oviasu,none,1 hour & 30 minutes
Peridance,7:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=51&classId=5513&classDate=8/16/2023&clsLoc=1,Beg Contemporary Jazz,Patrick Garr (10),none,1 hour & 30 minutes
Peridance,7:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6208&classDate=8/16/2023&clsLoc=1,Inter Heels,Chris Ralph,none,1 hour & 30 minutes
Peridance,7:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6339&classDate=8/16/2023&clsLoc=1,Beg Vogue,Paris Hairston,Peridance Center,1 hour & 30 minutes
Peridance,7:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=65&classId=6205&classDate=8/16/2023&clsLoc=1,Open Afro-Cuban,La Mora Pérez | DJONIBA DANCE CENTRE,none,1 hour & 30 minutes
