0,Start time,Sign up,Classes,Teacher,Duration
1,   3:00 pm  EDT,/ASP/res_a.asp?tg=25&classId=7540&classDate=3/13/2023&clsLoc=1,Choreography,Eric Delgado, 1 hour & 30 minutes
2,   4:30 pm  EDT,/ASP/res_a.asp?tg=25&classId=7596&classDate=3/13/2023&clsLoc=1,Heels,Kayla Maria G (1), 1 hour & 30 minutes
3,   6:00 pm  EDT,none,GeNex,Kelly Peters, 2 hours
4,   8:00 pm  EDT,none,MiXrz Company Rehearsal,Dani & Dom Russo, 2 hours
