0,Start time,Sign up,Class Schedule,Instructor,Studio,Duration
1,   10:00 am  EDT,/ASP/res_a.asp?tg=50&classId=2146822995&classDate=3/13/2023&clsLoc=1,ONLINE: Restorative Stretches for Adults,Sarita Allen,none, 1 hour
2,   6:30 pm  EDT,/ASP/res_a.asp?tg=50&classId=2146822999&classDate=3/13/2023&clsLoc=1,ONLINE: West African,Maguette Camara,none, 1 hour
3,   7:00 pm  EDT,/ASP/res_a.asp?tg=50&classId=2146822976&classDate=3/13/2023&clsLoc=1,ONLINE: African-Brazilian,Janete Da Silva,none, 1 hour & 30 minutes
4,   6:00 pm  EDT,/ASP/res_a.asp?tg=50&classId=2146822978&classDate=3/13/2023&clsLoc=1,ONLINE: Beginner Ballet,Anna Lederfeind,none, 1 hour & 30 minutes
5,   6:30 pm  EDT,/ASP/res_a.asp?tg=50&classId=2146823002&classDate=3/13/2023&clsLoc=1,ONLINE: Zumba,Will Negrillo,none, 1 hour
6,   7:00 pm  EDT,/ASP/res_a.asp?tg=50&classId=2146822983&classDate=3/13/2023&clsLoc=1,ONLINE: Beginner Contemporary,Linda Celeste Sims,none, 1 hour & 30 minutes
