Studio,Start time,Sign up,Classes,Teacher,Pianist,Room,Duration
Ballet Academy East,9:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7827&classDate=8/24/2023&clsLoc=1,IN-STUDIO Basic Beginner Ballet,Julie Voshell,none,Studio 4,1 hour & 30 minutes
Ballet Academy East,9:15 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7849&classDate=8/24/2023&clsLoc=1,IN-STUDIO Advanced Beginner Ballet,Shirley Bassat,none,Studio 5,1 hour & 30 minutes
Ballet Academy East,11:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7894&classDate=8/24/2023&clsLoc=1,IN-STUDIO Intermediate Ballet,Shirley Bassat,none,Studio 1,1 hour & 30 minutes
Ballet Academy East,6:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7876&classDate=8/24/2023&clsLoc=1,IN-STUDIO Intermediate Ballet,Ginger Thatcher,none,Studio 2,1 hour & 30 minutes
Ballet Academy East,6:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7855&classDate=8/24/2023&clsLoc=1,IN-STUDIO Beginner Ballet,Lorna Zawacki,none,Studio 5,1 hour & 30 minutes
Ballet Academy East,7:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7828&classDate=8/24/2023&clsLoc=1,IN-STUDIO Basic Beginner Ballet,Roni Mahler (9),none,Studio 3,1 hour & 30 minutes
Ballet Academy East,7:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7850&classDate=8/24/2023&clsLoc=1,IN-STUDIO Advanced Beginner Ballet,Rosanna Serevalli (10),none,Studio 4,1 hour & 30 minutes
Ballet Academy East,7:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7803&classDate=8/24/2023&clsLoc=1,IN-STUDIO Introduction to Ballet,Lorna Zawacki,none,Studio 5,1 hour & 30 minutes
Ballet Academy East,7:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7837&classDate=8/24/2023&clsLoc=1,IN-STUDIO Beginner Ballet,Ginger Thatcher,none,Studio 2,1 hour & 30 minutes
