Studio,Start time,Sign up,Classes,Teacher,Location,Duration
Peridance,9:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6184&classDate=8/24/2023&clsLoc=1,Open Ballet,Kathy Sullivan,none,1 hour & 30 minutes
Peridance,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6326&classDate=8/24/2023&clsLoc=1,Adv Ballet,Victoria Vargas,Peridance Center,1 hour & 30 minutes
Peridance,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=6312&classDate=8/24/2023&clsLoc=1,Adv Contemporary Floorwork,Dual Rivet,Peridance Center,1 hour & 30 minutes
Peridance,10:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=74&classId=6301&classDate=8/24/2023&clsLoc=1,Open Pointe,Kathy Sullivan,none,30 minutes
Peridance,11:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=5366&classDate=8/24/2023&clsLoc=1,Beg Ballet,Martha Chapman,none,1 hour & 30 minutes
Peridance,11:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=5916&classDate=8/24/2023&clsLoc=1,Inter Ballet,Bivi Kimura,Peridance Center,1 hour & 30 minutes
Peridance,11:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=73&classId=4330&classDate=8/24/2023&clsLoc=1,Open Yoga,Marisa Martin,none,1 hour & 30 minutes
Peridance,1:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=5437&classDate=8/24/2023&clsLoc=1,Adv Contemporary,Max Stone,none,1 hour & 30 minutes
Peridance,1:00 pm  EDT,none,Inter Ballet,Cancelled Today,none,1 hour & 30 minutes
Peridance,1:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5452&classDate=8/24/2023&clsLoc=1,Open Heels,Hector Invictus Lopez,none,1 hour & 30 minutes
Peridance,2:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=5523&classDate=8/24/2023&clsLoc=1,Adv Contemporary,Brice Mousset (1),none,1 hour & 30 minutes
Peridance,2:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5600&classDate=8/24/2023&clsLoc=1,Inter Choreography,Tomoko Ishikawa,none,1 hour & 30 minutes
Peridance,4:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=5948&classDate=8/24/2023&clsLoc=1,Open Ballet/Pointe,Dianna Warren,none,1 hour & 30 minutes
Peridance,4:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5387&classDate=8/24/2023&clsLoc=1,Open House,Sekou Heru,none,1 hour & 30 minutes
Peridance,5:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=5426&classDate=8/24/2023&clsLoc=1,Adv Contemporary,Mathew James | URBAN TRIBE,none,1 hour & 30 minutes
Peridance,5:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=5520&classDate=8/24/2023&clsLoc=1,Inter Ballet,Greg Zane,none,1 hour & 30 minutes
Peridance,6:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=65&classId=6209&classDate=8/24/2023&clsLoc=1,Open Afrobeats,Djoniba Mouflet | DJONIBA DANCE CENTRE,none,1 hour & 30 minutes
Peridance,7:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5396&classDate=8/24/2023&clsLoc=1,Adv Choreography,Marlon Santana (2),none,1 hour & 30 minutes
Peridance,7:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=51&classId=5610&classDate=8/24/2023&clsLoc=1,Beg Contemporary Jazz,Lorena Cobos (3),none,1 hour & 30 minutes
Peridance,7:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=6315&classDate=8/24/2023&clsLoc=1,Inter Contemporary,Vive _ (4),Peridance Center,1 hour & 30 minutes
Peridance,7:15 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5449&classDate=8/24/2023&clsLoc=1,Inter Hip Hop,Iron Bryan,none,1 hour & 30 minutes
Peridance,8:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5835&classDate=8/24/2023&clsLoc=1,Open Old Way Vogue,Paris Hairston (5),none,1 hour & 30 minutes
Peridance,8:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=61&classId=6477&classDate=8/24/2023&clsLoc=1,Open Dance Dialogue Session,Sekou Heru,Peridance Center,1 hour & 30 minutes
